"Employee_id","Employee_name","role","phone","email","project_id"
"72","Angela Friedman","Account","+1-390-498-3780","hilljamie@combs.net",""
"73","Jennifer Williams","Agent","6563260856","pettyamber@thomas-scott.com","140.0"
"74","Tristan Gregory","Project Manager","7954200461","qorozco@david-lam.com","128.0"
"75","Paul Willis","Support","288.861.4057x8617","robinsmith@richmond.net","134.0"
"76","Beth Carroll","Agent","918.232.5823x868","hesssusan@roberts.info",""
"77","David Frazier","Account","(839)384-0289x141","jessicalutz@clark-wagner.com",""
"78","Theresa Reid","Agent","001-974-235-5379x50209","chambersrobert@warner.com","8.0"
"79","Stephanie Cabrera","Project Manager","515.969.5620x175","walkerandrew@becker-fletcher.com","156.0"
"80","Louis Turner","Support","001-833-375-0479x303","ashley72@lee.org","106.0"
"81","Ana Anderson","Sales","624-993-8430","pacedanielle@williams.biz","144.0"
"82","Michael Owens","Sales","(580)730-4687x506","beardlindsey@perez.com","45.0"
"83","Gary Brown","Account","+1-710-276-0954x3173","april31@harvey.org","126.0"
"84","William Rangel","Project Manager","(251)620-7049x6110","nmorales@hall-greene.org",""
"85","James Pope","Account","+1-291-350-7859x311","rebeccamartinez@scott.info","79.0"
"86","Chad Williams","Support","(449)468-5498","vparker@wood-smith.org","94.0"
"87","Brianna Young","Manager","+1-506-953-3315","vgreene@knight.com","91.0"
"88","Jesse Mccormick","Manager","5739033793","lindsay63@lopez-fritz.com",""
"89","Hunter Spencer","Project Manager","(547)639-5003","jefferygreen@morgan.com",""
"90","Alex Cameron","Project Manager","502-761-5347","donna89@johns-jones.com","20.0"
"91","Bianca Lopez","Agent","+1-565-659-6309","markbrown@salas-york.org","100.0"
"92","Christine Miller","Support","791.928.6857x8725","lwells@little-gibbs.com",""
"93","Steven Hayes","Manager","663.346.6925","karenphillips@bell.org",""
"94","Jerry Reynolds","Manager","(375)646-0273x415","hartmansara@wilson.com","52.0"
"95","Felicia Leonard","Manager","844-839-2840x445","kennedywilliam@grimes.com","9.0"
"96","Christine Hall","Project Manager","001-887-575-1536","jcole@brooks.com",""
"97","Oscar Porter","Support","+1-455-436-6684x59090","ashley99@camacho.biz",""
"98","James Wells","Manager","597-341-2182x09702","ocampbell@keller-jones.com","173.0"
"99","Adam Murphy","Account","(862)912-8671x63234","cassandracrosby@harris.com","150.0"
"100","Charles Brown","Support","(993)785-9777x9014","peter26@white.biz","86.0"
"101","Thomas White","Support","001-316-503-2484","wjenkins@martinez.net","82.0"
"102","Erika Hayes","Manager","838-207-0176x563","kingjenna@murphy.info","146.0"
"103","Mr. Joshua Allen","Sales","827.442.2091x241","powersalex@hernandez-howard.com","161.0"
"104","Stephanie Patel","Account","508.516.4709x006","regina31@fisher.com","76.0"
"105","Melanie Brown","Agent","522-506-8155","hmcmillan@lewis.com",""
"106","James Stewart","Agent","(937)331-4950x1364","johnathandavis@jarvis-horton.com","180.0"
"107","Mark Henson","Sales","571-250-9976x83890","parkerjoann@harvey.com","79.0"
"108","Edward Hernandez","Account","203.897.5245","karen35@allen-ryan.com","152.0"
"109","Melissa Walker","Sales","(485)327-0171x3023","brittanyguerra@young.biz",""
"110","Emily Griffith","Agent","562.693.4497","xmiller@gray-ruiz.biz","67.0"
"111","Nancy Wolf","Sales","906.661.4982x8246","jcampbell@castillo.com",""
"112","Colton Smith","Project Manager","357.866.6567x49160","jamesgraham@wise-walton.com","180.0"
"113","Katherine Barker","Account","001-906-463-3705x024","john92@wilson.biz","157.0"
"114","Kevin Santana","Project Manager","336.726.4488x69461","josephclark@sanders.info",""
"115","Benjamin Horton","Account","964.562.2522x37281","jamesbrady@green.info","17.0"
"116","Lori Oneill","Agent","(214)516-1415","wwashington@smith.com","164.0"
"117","Rachel Williams","Project Manager","780.869.8477","nathan55@everett.biz",""
"118","Anthony Kelly","Sales","910-876-2091x84357","aaronlittle@smith-ward.com","151.0"
"119","Nancy Gregory","Sales","397.869.1567","catherine28@glover.info","96.0"
"120","Elizabeth Nunez","Support","+1-572-471-7833","garciavictoria@martin.biz",""
"121","Connie Scott","Project Manager","812.887.1539x9156","jeffreywilson@rodriguez.org","9.0"
"122","Natasha Wilson","Sales","(825)769-0409x836","lauren28@guzman.net","47.0"
"123","Emily Cabrera","Support","337-672-9420x9548","nwelch@carter-levy.com","145.0"
"124","Mrs. Samantha Clark","Account","001-930-727-6420x8656","hmyers@campbell.net","2.0"
"125","Carlos Goodwin","Agent","001-604-472-9277","jefferygoodman@curtis.com","111.0"
"126","Virginia Hernandez","Agent","(820)515-7201x85962","wilsonrandy@watts-blevins.biz","119.0"
"127","Wendy Lambert","Account","376-347-5011","gmay@johnson.org","94.0"
"128","Michael Davis","Support","001-726-376-4921","richardhaynes@hawkins-herrera.net",""
"129","Joseph Richards DDS","Support","+1-413-512-9208x7510","christopherscott@miller.net","92.0"
"130","Vincent Jackson","Sales","+1-703-540-8487x29758","batesbradley@lopez.com","89.0"
"131","Lindsey Robinson","Sales","(942)396-1844x626","erica28@jones.com","118.0"
"132","Melissa Lee MD","Agent","+1-389-326-2566x09314","ojones@cox.com","50.0"
"133","Robert Hill","Support","963-361-1284","jackie48@lawson-mosley.com",""
"134","Paul White","Agent","001-488-896-7924x0822","brian53@franklin.com",""
"135","Kathryn Hill","Project Manager","(283)341-4651x11312","angela70@rhodes-randolph.com",""
"136","Jose Cuevas","Agent","+1-716-509-3068","lawsontami@conrad.com","79.0"
"137","Ryan Palmer","Support","3676625153","timothy43@rojas.biz","121.0"
"138","Eric Fitzpatrick","Manager","+1-780-379-7050x9754","baileyjennifer@gomez-garcia.info",""
"139","Joseph Roach","Agent","(617)302-4376x54562","cdouglas@taylor.biz","113.0"
"140","Stephen Fletcher","Support","434-502-6650","rmoyer@fisher.info","89.0"
"141","Michelle Nguyen","Manager","001-268-762-1102x25803","vbray@hamilton.com",""
"142","Dr. David Hernandez","Support","523.441.4363x71892","davidmorales@mooney-hickman.biz","137.0"
"143","Curtis Lin","Project Manager","(668)343-3567x0860","michael56@flores.com","106.0"
"144","Anthony Garner","Sales","947.749.1624","kevin10@arnold.com","106.0"
"145","Leah Jacobs","Agent","343.296.1129","jamesgriffin@jones.org","13.0"
"146","Nicholas Mayo","Manager","782.702.3684","hsoto@jones-barnes.net","95.0"
"147","Carol Hill","Account","(340)490-3678","ychristensen@chan.com","19.0"
"148","Kenneth Vargas","Manager","6873884434","jeffreyferguson@williams-hernandez.com",""
"149","Debra Gibbs","Manager","+1-433-881-0595x5184","mark00@robinson-sanford.com",""
"150","Alan Sandoval","Agent","001-891-464-9837x35439","uhall@richardson-barrera.com",""
"151","Joe Ochoa Jr.","Project Manager","001-572-340-4226","charlessanchez@waller.com",""
"152","Jamie Smith","Support","2023314290","melissa13@castillo.info","93.0"
"153","Elizabeth Mendoza","Project Manager","608.348.1001","othomas@perez.com",""
"154","Dustin Dorsey","Project Manager","+1-761-372-1314x51951","munozgregory@rogers.com","113.0"
"155","Donna Hutchinson","Manager","975-341-0225x267","lanesusan@thomas-morris.com","4.0"
"156","James Flores","Manager","(576)895-2366x87887","carpenterrobert@frank.com","5.0"
"157","Aaron Mcknight","Support","4586721055","jthomas@sanchez-carey.com","145.0"
"158","Autumn Dominguez","Sales","(960)465-0191","thomasdonald@jones.biz","131.0"
"159","Clarence Manning","Agent","001-484-476-5704x1200","sandersrodney@spencer-gallegos.org","42.0"
"160","Michelle Henderson","Account","(241)586-2369","vwhite@jacobs.info","66.0"
"161","Martin Wilcox","Support","(705)763-4111","allenfrancisco@jones.com","150.0"
"162","Ellen Arnold","Manager","+1-303-641-9909x7005","hooperkaren@porter-edwards.biz","43.0"
"163","Valerie Park","Agent","856-981-8209","robertsedward@miller-garrett.com","161.0"
"164","Rhonda Pena","Manager","001-228-889-8572x54596","jasonbishop@rubio.info","109.0"
"165","Adrian Miranda","Support","781-771-7524x2149","jonesjennifer@scott-kennedy.com","146.0"
"166","Jessica Glass","Account","497-905-4669","william95@miller-gutierrez.info","65.0"
"167","Shawn Fleming","Account","+1-303-580-2146x296","qsawyer@bailey.net","178.0"
"168","Julie Miller","Project Manager","001-916-363-6515x5973","shawn82@thomas-lewis.org","135.0"
"169","Kyle James","Manager","(467)330-3064x421","richard47@warren-caldwell.com","23.0"
"170","Anthony Jacobson","Project Manager","(854)223-5677x82659","christiancontreras@thomas.com",""
"171","Steven Peck","Agent","551.564.8072x7910","xhorton@burke.com",""
"172","Corey Frazier","Support","9558044817","ibell@mills-hubbard.com","167.0"
"173","Judy Brooks","Agent","+1-392-386-6464","davisallen@garcia-brady.org",""
"174","Ariana Wallace","Support","001-304-563-3786","wsampson@gutierrez-hoover.biz",""
"175","James Walker","Agent","744-746-3060x0025","susanhaney@peters.com",""
"176","Jennifer Williams","Manager","001-862-562-6582","mckinneydavid@welch.com","60.0"
"177","Caitlin Morris","Account","310-860-9209","newtondavid@walters-strickland.com",""
"178","Steven Phillips","Account","+1-336-340-4120","hho@thomas.com",""
"179","Johnny Ward","Manager","561.870.6171","opreston@stokes-white.com","151.0"
"180","Mary Welch","Agent","4156579980","leeanthony@holmes.com",""
"181","Ashley Robinson","Account","923-812-4473x15847","qnielsen@gonzalez.com",""
"182","Ashley Mcguire","Account","001-642-737-6769","lawsonruben@gomez.info","178.0"
"183","Andrew Dixon","Agent","001-464-798-5601","wgibbs@jones.com","41.0"
"184","Richard Martinez","Account","505-337-9538x16493","jennifer19@fisher.com",""
"185","Anthony Snyder","Agent","8465117295","mitchelldawn@travis.biz","35.0"
"186","Joseph Rose","Sales","901-271-6445x56185","devans@allison-coffey.com","84.0"
"187","Teresa Garcia","Sales","300.521.5632","lisa80@parrish.com","92.0"
"188","Eric Baker","Manager","001-896-942-2971x252","boydjohn@stanley-bray.com",""
"189","Karen Davis","Sales","001-941-858-3311x70303","tonypeterson@gill.com","67.0"
"190","Mary Abbott","Account","823-556-7983","ramirezfrank@lynn-ray.com",""
"191","Shawn Mcgee","Support","707.624.0787","mcintoshchristopher@lewis-sanders.biz","161.0"
"192","Amy Nelson","Account","606-963-4362","drodriguez@wright.com",""
"193","Cynthia Patel","Sales","539-766-6134x732","janice40@lopez.org",""
"194","Eric Knox","Agent","225.912.2572","lcook@ibarra-jackson.com","31.0"
"195","Tracy Aguilar","Manager","337.310.0943x8822","linda57@navarro-fritz.com","137.0"
"196","Dawn Ellis","Sales","(545)489-7148x026","tyler39@dominguez.com","68.0"
"197","Troy Fowler","Manager","687-582-4556x964","rileyjacqueline@martinez.com","75.0"
"198","Wayne Porter","Sales","+1-227-928-4982x47414","robinsonmargaret@brown.com",""
"199","Matthew Smith","Manager","325-648-8214x236","antoniofitzpatrick@cain.biz","135.0"
"200","Walter Garcia","Support","449-842-9659x234","kevinmiller@ho.biz","155.0"
"201","Joseph Benson","Sales","457.656.7667x08061","bettywatson@daniels.biz",""
"202","Michael Ford","Account","001-787-201-0415x91497","yangemily@love.net",""
"203","Kathleen Walker","Support","+1-324-540-7931x10291","dalejohnson@wallace.biz","44.0"
"204","Mr. David Abbott","Support","597-991-6202x232","qroberts@haley.com",""
"205","Jeanne Wolfe","Agent","876-262-0471","austin97@odonnell.com","140.0"
"206","Nathan Hill","Sales","(358)483-5868","michaelball@stevens-trevino.com","101.0"
"207","Phillip Turner","Manager","(717)867-9298x8425","williamsmelissa@hall.com","134.0"
"208","Mr. Franklin Hall DDS","Manager","001-931-726-6109x4101","mcleanmanuel@cole.net",""
"209","David Kim","Project Manager","433-226-8319x0130","kim98@peterson.net","105.0"
"210","Ronnie Hudson MD","Sales","(459)682-1766x191","wilsonjerry@fernandez.com","180.0"
"211","Danielle Warner","Project Manager","624-818-9389","gardnerpatricia@ruiz.com",""
"212","Jason Gonzalez","Account","001-302-838-5037x19905","claytimothy@nelson.com","161.0"
"213","Jordan Santos","Sales","(274)830-0038x96087","bdominguez@simmons.org","119.0"
"214","Mrs. Cheryl Kim","Agent","2332190368","lisajones@gonzales.com","50.0"
"215","Lance Zamora","Support","529-967-1114x8375","shelly84@sanchez.net",""
"216","Amy Mccullough","Agent","001-397-741-3283x483","barryyoung@santos-chavez.com",""
"217","Russell Nelson","Agent","001-264-810-4967","owallace@gray.biz","44.0"
"218","Mary Johnson","Support","001-350-895-4930x59660","michele87@armstrong-carroll.net",""
"219","Tyler Mcdonald","Project Manager","720.844.1384","gilbertmichael@king.com","91.0"
"220","Keith Morris","Manager","527-870-7070x578","rileychristopher@arnold.com",""
"221","Desiree Booth","Agent","(432)929-0310","bobby30@braun.com","94.0"
"222","Amanda Young","Support","718-771-8133","bjones@thomas-nguyen.com","10.0"
"223","Jason Pearson","Support","549.702.5042x9019","shelby69@sandoval.biz","158.0"
"224","Marie Friedman","Support","298.998.6818","mstewart@carter.com","166.0"
"225","Ethan Compton","Support","001-537-965-1588x157","ihall@sanchez.com","14.0"
"226","Rebecca Peterson","Manager","416-968-2973","jacksonrobert@dawson.com",""
"227","Allison Jackson","Support","528-686-6526","rogersmallory@vargas-jensen.com","155.0"
"228","Thomas Dodson","Sales","(776)947-2298x12099","lflores@sharp.com","71.0"
"229","Glenn Elliott","Manager","698.764.5652x20368","reedgabriel@hill-gonzales.com",""
"230","Thomas Zhang","Manager","001-513-242-1388x20908","bwall@harris-mcmahon.org",""
"231","Jeremy Martinez","Agent","741.317.6741x241","jessicamurphy@rogers.com","79.0"
"232","Emily Middleton","Project Manager","(618)953-8003x29633","toddlopez@campbell-gonzalez.com","124.0"
"233","Shannon Curry","Project Manager","8616789320","pwelch@bailey.com","163.0"
"234","Sheri Contreras","Agent","769.558.7413x1467","dwilson@guerrero-bailey.biz",""
"235","Patricia Webb","Support","696.730.4483x6085","cmyers@ross-gaines.com","18.0"
"236","Mr. Mark Williams","Agent","263.292.8319x952","tdavis@barr-wang.net","103.0"
"237","Anthony Clark","Sales","+1-732-886-3425","angelawright@johnson.net","90.0"
"238","James Washington","Agent","(844)803-3041","lorettamcdowell@jones.biz",""
"239","Patrick Weaver","Agent","(219)663-9456","stephen14@johnston.com","144.0"
"240","Kristina Webb","Account","001-588-236-0765x817","cwise@woods-rodriguez.com","146.0"
"241","Robert Daugherty","Account","882-937-9312","briansnyder@collins-morgan.com","94.0"
"242","Michael George","Manager","7439878753","vrobertson@miller.biz","175.0"
"243","Adam Meyer","Support","923-471-0672","sross@graham.com","175.0"
"244","Lisa Watson","Agent","+1-522-748-3958x9477","frankespinoza@smith-butler.com","57.0"
"245","Willie Smith","Sales","001-433-318-7510x979","dana35@smith.biz","138.0"
"246","Elizabeth Weber","Sales","(348)483-1921x3424","xrivera@jacobs.org","141.0"
"247","Kara Jackson","Project Manager","731.392.2270","taylorlindsay@ortega-murphy.net","13.0"
"248","Cynthia Long","Project Manager","001-867-954-8581x93242","qneal@martinez.com","71.0"
"249","Jacob Owens","Agent","+1-556-239-8365x20375","mark54@dorsey.com",""
"250","Jennifer Forbes","Sales","001-344-209-0797x727","anthony22@miller.com","88.0"
"251","Michael Edwards","Support","+1-743-290-5529","qbutler@brown.com","72.0"
"252","Angela Ramos","Agent","793-986-2044x851","knightsteven@hardin.com","149.0"
"253","Kevin Sheppard","Project Manager","001-620-435-7134x32406","donald56@conley.com","139.0"
"254","Edward Wolfe","Manager","817-459-5587x209","victoriahamilton@cochran.net","148.0"
"255","Natalie Adams","Agent","734.737.4018x27279","cbarrett@haynes-soto.com","149.0"
"256","John Rogers","Sales","925-942-7820","esimon@king.org","101.0"
"257","Michael Evans","Project Manager","281.466.4969","sandratanner@bender.com","143.0"
"258","Gary Choi","Agent","442-557-6270","kevinmiller@hodge.com",""
"259","Brittany Peters","Sales","001-550-372-5178x63767","wanderson@ross.com","128.0"
"260","Monica Coleman","Agent","(781)257-9039x2355","pmelendez@taylor.com","2.0"
"261","Jeffrey Morgan","Sales","+1-826-324-4670x4622","wdrake@oconnor.com",""
"262","Carl Hunter","Project Manager","+1-770-976-6046x41978","megan51@pollard.biz","145.0"
"263","Angela Smith","Sales","001-394-938-9760x740","mrichardson@wood.com",""
"264","Cassandra Kelly","Sales","8755409150","christopherdavis@thomas.com","41.0"
"265","Melissa Sanchez","Support","001-389-770-1550x2916","roberto02@scott.biz","108.0"
"266","Rebecca Duncan","Agent","698-283-0597x3642","rbrowning@nelson-russell.com","117.0"
"267","Mary Hill","Project Manager","995.813.3053x194","amber78@cooper.com",""
"268","Brittany Dickerson","Project Manager","338.526.4609x1785","kevin57@mcdonald.org",""
"269","Jeffrey Forbes","Support","3483736826","hrobinson@roberts.biz","151.0"
"270","Heather Robinson","Agent","+1-945-951-5888x636","margaret72@ross.net","111.0"
"271","Pamela Douglas","Account","+1-316-896-6630x93299","nguyenjohn@garrett.com",""
"272","Sophia Valdez","Project Manager","+1-583-727-5327","kellykline@lane.com",""
"273","Jill Allen","Project Manager","(378)219-5237","flemingrichard@cowan.biz","108.0"
"274","Sophia Medina","Account","001-998-807-7046x056","garciamelanie@molina.biz","81.0"
"275","Brenda Sanchez","Support","734.915.1773x4547","ashley90@hernandez.com","63.0"
"276","Jacob Cox","Manager","842-694-7742x2294","anthonylewis@hernandez-smith.com",""
"277","Nichole Ferrell","Sales","(479)925-2985x8567","timothyjames@arroyo.com","16.0"
"278","Lee Daniel","Account","535-777-9083","rosscorey@romero-nelson.net","119.0"
"279","Kimberly Miller","Project Manager","5799833423","billylynch@ramirez.com",""
"280","Brandi Turner","Agent","233.799.7718","gonzalezdarren@alvarez.net","54.0"
"281","Linda Evans","Support","2966173997","fguzman@thompson.com","149.0"
"282","Joseph Peterson","Manager","+1-488-347-1270x58772","gchambers@peterson-mcdaniel.com","67.0"
"283","Brian Hall","Support","484-558-7149x3925","kfloyd@bates.info","172.0"
"284","Rachel Chan","Manager","634-874-5245x557","afarmer@brown-ortiz.com",""
"285","Pamela Smith","Manager","001-533-544-5056x658","ggates@sanchez.info",""
"286","Leslie Crane","Account","3672349960","joshua57@rodriguez-taylor.com","9.0"
"287","Reginald Gutierrez","Support","(529)749-3817","angela40@barton.com","148.0"
"288","Heather Mejia","Sales","001-232-457-3755x3449","mayronald@yates-decker.com","84.0"
"289","Kayla Smith","Support","(308)458-7495x11918","berrytaylor@kaiser.biz","98.0"
"290","Julie Preston","Support","001-625-212-9578x6069","osmith@simmons-green.com",""
"291","Patricia Patel","Project Manager","+1-239-459-2323x4210","stephanie55@barrett.com","69.0"
"292","William Hall","Agent","550.827.1607","griffinraymond@wise.com","1.0"
"293","Christopher Gentry","Support","001-381-723-1795x5633","hscott@smith-james.biz","10.0"
"294","Scott Gomez","Agent","516-443-1670x4502","andersoneric@harrison.com","35.0"
"295","Mary Watson","Sales","(626)822-8225x12073","regina49@johnson-johnson.com","23.0"
"296","Amanda Wiggins","Manager","(308)369-8221x05316","amarshall@alexander.com","42.0"
"297","John Leach","Account","(558)459-1779","zacharytrujillo@perez.com",""
"298","Diane Gilbert","Agent","634.424.5798","robert29@michael.biz","109.0"
"299","Rebecca Petty","Account","9209326509","jacob96@haney-chavez.com",""
"300","Autumn Ramirez","Project Manager","001-385-752-4578x71584","imay@davis.com",""
"301","Micheal Martinez","Sales","(547)268-1826x832","jessicagomez@chan.com","79.0"
"302","Heidi Hall","Account","225.821.2932x89634","peter86@mcdonald-taylor.com","166.0"
"303","David Peters","Project Manager","439-891-0622x7236","pvargas@jones-richmond.com","131.0"
"304","James Barber","Account","001-623-372-4501","chall@short-weaver.org",""
"305","Benjamin Werner","Manager","001-554-306-4176x9274","brightcarrie@grimes.info","83.0"
"306","Tracey Fisher","Support","+1-914-544-8564x5101","bwalker@baker.info",""
"307","Sara Bennett","Account","860.891.9191x13599","reedkristin@berry-mills.biz","159.0"
"308","Lori Strickland","Support","+1-703-792-0514x60745","joshuabowers@ellis-ritter.com","97.0"
"309","Caitlyn Hansen","Manager","+1-556-752-7155","craig16@howell-fowler.biz","14.0"
"310","Scott Washington","Manager","475-822-5013x94884","gonzalezchristopher@melendez.com","142.0"
"311","Kim Sanders","Project Manager","(614)299-1537x0382","swalker@sanchez.info",""
"312","Cindy Smith","Sales","509.877.6889","melaniecarpenter@johnston.com",""
"313","Vicki Lara","Agent","465-353-5851x253","gnichols@perez.net","5.0"
"314","Courtney Adams","Manager","2799779612","huangthomas@hernandez.com","86.0"
"315","Theresa Luna","Support","001-597-862-6374x845","katiebaird@edwards.com","36.0"
"316","Patricia Jones","Agent","286-923-3922","riveraclinton@berry-rush.biz","66.0"
"317","Jane Wells","Sales","521-745-2647x12463","morgankaren@scott.net","49.0"
"318","Jake Jackson","Manager","900.456.4099x51239","theresadavis@gaines.info","61.0"
"319","Sheryl Thompson","Manager","(370)790-8144","brittanyjackson@jimenez.com","76.0"
"320","Tamara Pace DVM","Project Manager","+1-467-518-1535","zlopez@howard.org",""
"321","Joseph Alvarado","Project Manager","689-898-8683x45273","fgraham@johnson-garcia.net","7.0"
"322","Mr. Jonathan Hartman","Project Manager","208-203-1499x8250","paul58@colon.biz",""
"323","Kelly Thompson","Manager","(203)217-2351x373","sharris@glass.com","93.0"
"324","Suzanne Rivera","Project Manager","(563)656-0229","tbecker@collins.com",""
"325","Adam Colon","Sales","(343)374-9060x7231","rachelfreeman@herrera.com",""
"326","Michelle Neal","Sales","584-449-4116x3187","harrisondaniel@johnson.com","56.0"
"327","Michael Jones","Support","(295)472-7908x33509","michele42@murray-valenzuela.com","28.0"
"328","Christian Carter","Project Manager","532-635-7071","douglasbrandt@rodriguez.biz","134.0"
"329","Alicia Le","Project Manager","001-355-502-1306x0906","elliottcharles@holloway.biz",""
"330","Luis Cole","Account","001-437-694-5772x7853","sylviaprice@macias-richardson.com","69.0"
"331","Elijah Williams","Support","(983)762-5366x67776","mark62@moreno.org","75.0"
"332","Shane Hopkins","Account","+1-957-686-5436x271","nwilliams@arnold-moore.biz","46.0"
"333","Jessica Hahn","Support","5364924926","pstewart@anderson.org","128.0"
"334","Lori Johnson","Agent","711-500-0515","susanparker@cox.org","153.0"
