"customer_id","first_name","last_name","gender","age","phone","email","avg_income","customer_type","is_ReferenceOnly","segment_id","Employee_id"
"34","Shannon","Montgomery","Other","46","9138546212","jacksonaustin@example.org","39395.46","Renter","F","31","4.0"
"35","Gabrielle","Orozco","Female","65","512-431-2616","jennifer88@example.net","102181.72","Prospect","F","59","167.0"
"36","Rachel","Stark","Other","45","672-598-9376x29745","gonzalezkenneth@example.net","86690.46","Renter","F","39","373.0"
"37","Steven","Davis","Male","85","001-812-403-8187","holmesamber@example.org","183394.95","Prospect","F","24",""
"38","Lauren","Allen","Other","32","7893813881","jose82@example.org","75666.81","Buyer","F","58","184.0"
"39","Bradley","Henry","Male","37","823.318.2971","steven45@example.org","118214.73","Renter","F","34","152.0"
"40","Antonio","Smith","Male","44","5009152911","gonzalespatricia@example.net","128291.54","Prospect","F","33","154.0"
"41","Nathan","Cobb","Male","76","001-390-425-5618x4442","hmitchell@example.org","7553.42","Renter","F","30","214.0"
"42","Edward","Holloway","Male","77","289-205-6708x6700","nina65@example.net","134389.79","Investor","F","26","56.0"
"43","Matthew","Ward","Male","45","748.726.6913x62483","diazlorraine@example.net","39717.01","Buyer","F","45",""
"44","Nicholas","Williams","Other","25","001-707-206-3369x987","davidbrown@example.org","192408.71","Buyer","F","31",""
"45","Sarah","Grimes","Female","70","581-588-0442x877","mrobbins@example.net","33989.23","Renter","F","50","254.0"
"46","Deborah","Ross","Other","71","621.826.9428","eric36@example.net","85851.7","Investor","F","25","155.0"
"47","David","Bowen","Female","66","763.614.4170x64625","lopezkristina@example.net","21643.19","Buyer","F","43","373.0"
"48","Emma","Morgan","Other","35","+1-224-530-1764x64489","richardsonangela@example.net","199390.48","Investor","F","35","127.0"
"49","April","Greer","Other","34","552-579-0504x043","taraholloway@example.org","102928.03","Renter","F","49",""
"50","Maria","Scott","Female","77","216-532-1119x78718","brittneymccoy@example.org","121100.08","Prospect","F","53","43.0"
"51","Travis","Taylor","Male","76","+1-353-906-0119x8756","umaxwell@example.net","18079.91","Investor","F","13","374.0"
"52","Patricia","Smith","Other","32","(430)209-1561","haleycook@example.net","151242.29","Buyer","F","27","240.0"
"53","Jacqueline","Baker","Male","48","391-660-9365x9520","stokesmonica@example.net","45931.59","Renter","F","39",""
"54","Kelsey","Mitchell","Female","24","+1-443-836-8750","georgesharp@example.org","180120.59","Renter","F","26","150.0"
"55","Catherine","Wagner","Male","45","637-245-5611","david86@example.net","45002.23","Buyer","F","19","45.0"
"56","Brad","Richardson","Other","58","3533766608","ronaldbradford@example.org","42184.11","Investor","F","57",""
"57","Sherry","Golden","Other","84","8834566910","vjones@example.org","12127.19","Renter","F","18",""
"58","Cory","Thompson","Other","40","845.350.6882","fsims@example.com","97053.05","Prospect","F","4","102.0"
"59","Kathryn","Schneider","Other","66","(693)284-4013","vdeleon@example.com","115144.02","Investor","F","27","2.0"
"60","John","Roy","Female","66","+1-382-260-3359","estradashannon@example.net","17813.18","Renter","F","31","49.0"
"61","Andrew","Short","Male","56","859.891.4492x07492","qkane@example.com","156227.89","Renter","F","59",""
"62","Maria","May","Other","70","001-797-318-4285x96932","andrew84@example.net","93391.32","Prospect","F","9","124.0"
"63","Christine","Proctor","Male","50","823.212.3426","bdean@example.net","107256.1","Renter","F","6","398.0"
"64","Thomas","Sanders","Female","65","576-507-2348","elizabeth95@example.net","90948.74","Buyer","F","54","23.0"
"65","John","Dodson","Male","52","(880)740-5612","dunnmelinda@example.org","83148.8","Prospect","F","39",""
"66","Richard","Hines","Male","42","+1-726-841-8696","mcleanjay@example.net","114129.86","Renter","F","56","390.0"
"67","Timothy","Simmons","Female","56","+1-523-685-9514x34682","connie00@example.org","35271.85","Buyer","F","13","305.0"
"68","Timothy","Walker","Male","79","8865966101","millerjames@example.net","40475.99","Renter","F","46","30.0"
"69","Matthew","Montes","Female","48","6013680941","brian62@example.net","173048.2","Investor","F","25","164.0"
"70","Alejandra","Wiggins","Other","63","662.805.3440x777","brianhahn@example.org","189492.52","Investor","F","33","377.0"
"71","Jessica","Hines","Female","77","(329)625-0817x76029","sandersalexandria@example.net","77795.32","Buyer","F","47","166.0"
"72","Jose","Waller","Female","44","537.731.2552","irodriguez@example.org","57795.21","Investor","F","3","214.0"
"73","Steven","Harris","Male","36","(811)592-0613","david78@example.net","130579.91","Buyer","F","60","225.0"
"74","Tiffany","Bennett","Other","71","237.418.4449","brandon64@example.net","84703.16","Investor","F","22","43.0"
"75","Bradley","Roth","Female","49","(944)903-7341x67812","rosejones@example.org","9950.34","Prospect","F","44","98.0"
"76","Danielle","Humphrey","Female","80","001-782-913-4862","bhall@example.org","35449.76","Prospect","F","47","333.0"
"77","Nancy","Ryan","Female","39","982-285-6053","lfloyd@example.net","144614.58","Renter","F","32","20.0"
"78","Jennifer","Patterson","Other","25","+1-817-470-6736x82050","hopkinsgeorge@example.org","133490.17","Buyer","F","5","344.0"
"79","Crystal","Murphy","Other","24","(616)850-5871","jessicamills@example.org","10283.72","Buyer","F","54","248.0"
"80","Charles","Duncan","Male","26","696-279-0898x43699","davidsellers@example.com","48284.57","Renter","F","24",""
"81","Lauren","Bean","Other","79","001-338-369-4842x495","michael88@example.com","50059.59","Prospect","F","1",""
"82","Sydney","Potter","Other","53","8719523867","amberstanton@example.org","136019.09","Investor","F","52","391.0"
"83","Anthony","Gilbert","Male","31","461-891-7798x768","jhiggins@example.org","8843.55","Buyer","F","16","24.0"
"84","Luke","Ray","Other","85","708.858.0623x5040","vluna@example.net","25301.17","Investor","F","18","333.0"
"85","Stephen","Johnson","Female","28","+1-812-548-2554x42867","michaelochoa@example.com","160983.64","Investor","F","30","215.0"
"86","Jacob","Wright","Male","46","(389)746-3389","fmartin@example.net","39816.21","Investor","F","55",""
"87","Erin","Murphy","Other","22","+1-857-525-6292","matthewfranklin@example.net","132285.49","Buyer","F","25","208.0"
"88","Mitchell","Walker","Female","25","718.965.5078x46850","mallory30@example.org","51445.64","Buyer","F","6","181.0"
"89","Kristopher","Hanson","Female","60","+1-589-611-7972x03859","millermichael@example.com","24391.07","Buyer","F","59",""
"90","Kyle","Nguyen","Male","45","915.353.1325x936","laurenwest@example.com","52418.58","Prospect","F","60",""
"91","Brandon","Moyer","Other","53","321-941-0527x698","jacobsmary@example.com","145842.05","Buyer","F","55","87.0"
"92","Adam","Ward","Male","44","888.885.6225","sosamichelle@example.net","171860.81","Renter","F","46","346.0"
"93","William","Sparks","Female","27","787.844.2275x854","laura59@example.com","166892.87","Investor","F","16","216.0"
"94","Gregory","Anderson","Female","60","+1-711-565-0200x024","charlesyoung@example.net","82450.79","Prospect","F","9","330.0"
"95","Natalie","Ware","Other","28","255-513-0557","lpeters@example.net","135276.6","Investor","F","28","44.0"
"96","Craig","Turner","Male","61","689.866.9972x73677","julieanderson@example.net","44971.94","Prospect","F","21",""
"97","Traci","Padilla","Other","52","(443)518-3281x231","natashabrewer@example.net","62163.81","Prospect","F","23","209.0"
"98","Kevin","Davis","Female","73","(201)483-6472x3875","tpowell@example.org","179785.48","Renter","F","43","120.0"
"99","Elizabeth","Thompson","Male","55","(957)475-4584","kmoore@example.org","7535.38","Renter","F","6","63.0"
"100","Mark","Montgomery","Male","66","376.983.1608x27172","jamescobb@example.net","21674.16","Renter","F","21","110.0"
"101","Jeff","Cunningham","Male","29","001-520-852-2299","stephanieoconnor@example.com","45537.82","Buyer","F","29","110.0"
"102","Diane","Richards","Female","31","+1-543-788-2325x5398","joseph17@example.net","10173.78","Renter","F","28","155.0"
"103","Deanna","Mclaughlin","Other","83","332.464.3095x4497","lmunoz@example.com","40379.91","Prospect","F","6","107.0"
"104","Aaron","Duncan","Other","29","912.705.3978x713","bethanygrant@example.net","118693.1","Investor","F","1","75.0"
"105","John","Hernandez","Female","67","+1-912-956-0832x00487","frances58@example.com","87177.79","Buyer","F","36","389.0"
"106","Jack","Walsh","Male","84","(300)930-4436x1995","reedmonica@example.org","179070.98","Renter","F","11",""
"107","Monica","Duncan","Female","56","602-592-9501","vramirez@example.net","164401.49","Investor","F","5","11.0"
"108","James","Salazar","Female","53","309.367.1397","raymondschultz@example.net","71654.38","Prospect","F","51",""
"109","Edward","Clark","Female","50","376-372-0191","ipowell@example.org","55587.57","Renter","F","32","230.0"
"110","Bobby","Williamson","Other","43","5722587339","ashley66@example.com","79040.02","Prospect","F","20",""
"111","Jared","Smith","Female","60","(374)681-2421","clarkefelicia@example.net","120107.51","Prospect","F","22","151.0"
"112","Alicia","Weeks","Female","73","2955229462","virginia56@example.org","57272.41","Renter","F","39","281.0"
"113","Lisa","Fitzgerald","Male","79","3395952970","rwilson@example.org","126709.04","Investor","F","26","89.0"
"114","Rodney","Howard","Female","80","285-864-2304x12027","coxfernando@example.org","84835.27","Renter","F","18","344.0"
"115","Angela","Ramirez","Female","64","(299)807-1669","davidheath@example.net","112649.2","Buyer","F","13","229.0"
"116","Debra","Santana","Other","41","854-920-3403x01095","yrichardson@example.com","90044.67","Buyer","F","30","288.0"
"117","Cindy","Wood","Male","74","001-355-446-2347","steven01@example.org","62420.82","Investor","F","5","345.0"
"118","Angela","Hammond","Female","81","410.830.6831x76417","stephenszachary@example.net","189948.39","Renter","F","16","55.0"
"119","Elizabeth","West","Other","37","(290)815-0713","dgarcia@example.com","153903.13","Prospect","F","5","155.0"
"120","Jennifer","Cook","Other","79","4453847436","angelcunningham@example.org","32322.07","Prospect","F","60","397.0"
"121","Michael","Villarreal","Other","71","+1-557-566-9470x31805","zmoore@example.com","174351.26","Buyer","F","24","285.0"
"122","Sandra","Massey","Other","28","(262)615-9183x2700","gperry@example.com","100049.08","Buyer","F","43","266.0"
"123","Tammy","Sims","Female","39","6112079771","curryjose@example.org","179437.68","Buyer","F","42","272.0"
"124","Amy","David","Other","69","494-290-5315","cheryl80@example.net","160971.77","Investor","F","28",""
"125","Kenneth","Greer","Male","30","869.687.3137x9716","jenkinspatrick@example.org","87916.63","Investor","F","48","191.0"
"126","Eddie","Washington","Other","46","8774943325","jillianrasmussen@example.net","9381.52","Prospect","F","30","321.0"
"127","Brittany","Roberts","Other","82","001-419-270-1426","tannerrobertson@example.net","57392.09","Renter","F","2","173.0"
"128","Megan","Garcia","Male","55","(902)404-1813x59989","millersean@example.org","110618.67","Prospect","F","6",""
"129","Jessica","Medina","Other","36","+1-394-980-1864x4822","alejandra39@example.com","128528.25","Investor","F","30","327.0"
"130","Teresa","Brooks","Male","84","9827004806","lestrada@example.org","55288.1","Prospect","F","7","150.0"
"131","Omar","Miller","Other","75","+1-461-912-8794x296","qlane@example.com","32174.43","Investor","F","3","340.0"
"132","Elizabeth","Williams","Other","32","3957314196","jwilliams@example.net","167811.4","Buyer","F","42",""
"133","John","Freeman","Other","39","+1-888-635-6517x96240","preyes@example.net","196958.43","Renter","F","36","7.0"
"134","Joseph","Carr","Female","72","4477842170","cruzernest@example.com","107509.59","Prospect","F","26","248.0"
"135","Bethany","Sanchez","Male","41","+1-564-288-2089x3486","qtaylor@example.com","38477.46","Prospect","F","48","240.0"
"136","Timothy","Ewing","Male","75","001-387-599-1609x11413","donna92@example.org","58099.93","Prospect","F","46","35.0"
"137","Jennifer","Rodriguez","Male","53","776.305.2304","scook@example.org","8586.18","Buyer","F","52","372.0"
"138","Renee","Ward","Other","41","647-624-1916x503","frenchrobert@example.org","183288.27","Investor","F","30",""
"139","Theodore","Yang","Female","80","001-818-924-9898x0880","collinmiller@example.com","27961.46","Investor","F","40","126.0"
"140","Robert","Abbott","Other","32","835-592-6648","jhorton@example.com","117420.71","Investor","F","30","242.0"
"141","Larry","Hunter","Male","56","001-341-355-9450","jenniferfrazier@example.org","58440.77","Buyer","F","21",""
"142","Megan","Norman","Male","57","(836)505-1171x603","aedwards@example.net","113064.71","Buyer","F","45",""
"143","Deborah","Garcia","Other","67","001-245-259-0670","lindsay48@example.net","132026.98","Prospect","F","37","122.0"
"144","John","Williams","Female","41","(464)289-6676x0564","leroy57@example.com","166799.65","Prospect","F","45","396.0"
"145","Matthew","Stafford","Other","40","001-874-453-3890","melodywood@example.com","45252.15","Renter","F","9","21.0"
"146","Nancy","Logan","Female","75","+1-226-254-0165x9953","lmartin@example.org","7144.19","Buyer","F","1","174.0"
"147","Gregory","Phillips","Male","42","001-376-477-4625x91601","jenna11@example.com","31692.7","Prospect","F","33","260.0"
"148","Renee","Christian","Female","70","888-960-0801x798","ifrey@example.org","180503.64","Prospect","F","54","153.0"
"149","Nancy","Thompson","Female","39","+1-457-304-7264x261","brianrice@example.org","175408.57","Buyer","F","51","315.0"
"150","Jill","Wilkerson","Male","55","436-659-6807x85254","davidgrant@example.org","121495.55","Buyer","F","35","73.0"
"151","Wesley","Johns","Male","76","(540)306-4454x752","taylorjames@example.net","122100.79","Prospect","F","8","219.0"
"152","Traci","Mitchell","Male","52","+1-597-691-7763","tracyjohnson@example.net","134682.15","Investor","F","49",""
"153","Amber","Cohen","Other","74","575-208-0196","mark30@example.com","39197.4","Renter","F","7","302.0"
"154","Chelsea","Mcguire","Other","49","558.682.4935","johnsonsamantha@example.net","183310.33","Investor","F","3","156.0"
"155","Kristin","Yang","Female","62","616.777.8481x65244","jose08@example.org","86660.25","Buyer","F","8","323.0"
"156","Lori","Koch","Male","44","001-317-499-3781x053","ghorne@example.net","79712.01","Investor","F","40","249.0"
"157","Jonathan","Ryan","Female","39","(999)496-9882x9045","cgarcia@example.net","106188.95","Renter","F","53","31.0"
"158","Devin","Bennett","Male","62","5195864242","pmartin@example.org","14158.36","Investor","F","11","91.0"
"159","Ashley","Garcia","Other","55","287-506-2932","dustinwilliams@example.org","37425.26","Investor","F","55","189.0"
"160","Alexis","Hall","Other","30","2012867661","hespinoza@example.org","148916.56","Renter","F","51","136.0"
"161","Amy","Meyers","Male","53","756.514.0384","lawrencekari@example.com","21145.74","Renter","F","9","53.0"
"162","Joshua","Logan","Male","59","001-982-835-4695x10030","adamroth@example.com","122614.66","Renter","F","44","127.0"
"163","Sherry","Cisneros","Female","36","001-867-815-0066","christopher06@example.com","52843.08","Investor","F","25","157.0"
"164","Kerry","Miller","Male","29","634-907-8516","millsalexis@example.net","80912.64","Prospect","F","18","281.0"
"165","Kathleen","Jordan","Female","76","+1-834-482-6899","ylawson@example.org","61295.28","Prospect","F","1","370.0"
"166","Allison","Fernandez","Other","29","+1-388-791-7879","watsonbrittany@example.org","74356.18","Prospect","F","45","109.0"
"167","Michael","Anthony","Male","68","001-476-809-3201","shawn89@example.net","145213.95","Renter","F","53","34.0"
"168","Mariah","Lopez","Female","52","9417809521","william17@example.com","62938.73","Investor","F","22","206.0"
"169","Stephen","Mccarthy","Other","34","+1-827-446-9211x88241","kadams@example.org","115448.9","Prospect","F","58","275.0"
"170","Carrie","Woods","Male","23","991.270.4542x18545","ryan82@example.org","97829.83","Buyer","F","54","161.0"
"171","Megan","Thomas","Male","33","(270)990-0163x564","jasontaylor@example.com","134415.88","Renter","F","1","145.0"
"172","Victoria","Gordon","Male","34","+1-495-440-0178","jennifer31@example.org","187681.8","Investor","F","60","374.0"
"173","Victoria","Jones","Female","29","+1-350-371-0580","theresa92@example.com","147851.56","Investor","F","24","266.0"
"174","Norma","Rodriguez","Other","39","+1-215-226-1053x70923","bjones@example.net","46913.37","Buyer","F","20","297.0"
"175","Lee","Smith","Other","47","941.889.4854x3298","michellejenkins@example.org","11080.71","Prospect","F","46",""
"176","Brooke","Ramirez","Male","45","316.219.8273x4813","martin25@example.net","56141.49","Prospect","F","38","41.0"
"177","Elizabeth","Powell","Other","74","+1-221-874-3574x83526","tiffany60@example.net","121040.2","Buyer","F","53",""
"178","Ruben","Lee","Female","34","+1-434-748-8384","patrickjarvis@example.net","15028.03","Prospect","F","25",""
"179","Tanya","Evans","Other","31","(280)855-0774","shane55@example.org","101791.42","Buyer","F","57","79.0"
"180","Michael","Sanders","Male","66","392.209.0855","tfuller@example.net","121384.36","Renter","F","44",""
"181","Anthony","Branch","Male","85","231-411-7861","linda76@example.org","70177.56","Buyer","F","11","151.0"
"182","Gloria","Thompson","Female","45","+1-406-995-3541x2012","kristen95@example.org","155327.88","Renter","F","40","277.0"
"183","Alex","Heath","Female","45","001-201-951-5325x94795","bradley71@example.com","25786.66","Buyer","F","9","311.0"
"184","Janet","Richard","Male","67","898.605.9503x100","taramejia@example.org","19651.87","Investor","F","21","331.0"
"185","James","Merritt","Male","49","604-352-0360","danielscourtney@example.org","146996.81","Investor","F","16","209.0"
"186","Stephanie","Mooney","Other","54","899-328-5535x95205","browntamara@example.net","101620.81","Buyer","F","43","374.0"
"187","Shelia","Smith","Female","44","9699680186","bradley37@example.net","139238.47","Renter","F","19","256.0"
"188","Joseph","Frazier","Male","48","001-933-994-4953x006","kblake@example.com","89791.33","Prospect","F","16","181.0"
"189","Mark","Robinson","Other","27","+1-350-917-3654x2624","isaiah02@example.net","53048.4","Buyer","F","60","88.0"
"190","Stacey","Park","Male","67","(233)845-1100","kellyadam@example.net","164724.95","Prospect","F","44","14.0"
"191","Angela","Gutierrez","Female","27","230-621-1667x329","susan75@example.net","160886.1","Buyer","F","1","60.0"
"192","Angela","Hendrix","Male","23","259.521.2996x426","robertbrock@example.org","140465.81","Buyer","F","26","185.0"
"193","Laura","Dyer","Female","82","(975)258-2147","aaronwallace@example.org","58068.3","Prospect","F","26",""
"194","Laurie","Wilkinson","Other","37","480.323.6219","rebecca81@example.net","120094.98","Investor","F","6","187.0"
"195","Ashley","Burns","Male","37","5597161186","andrea19@example.com","75389.91","Investor","F","41","316.0"
"196","Ashley","Ford","Other","26","521.368.8005x3789","jfranklin@example.net","22858.5","Investor","F","47","359.0"
"197","Regina","Mendoza","Male","25","(484)954-0182","aaronthompson@example.org","183876.15","Renter","F","28",""
"198","Christina","Herrera","Female","25","+1-332-320-4144x7432","xdickson@example.net","31679.63","Investor","F","43","305.0"
"199","Carrie","Gonzalez","Male","33","5204203042","jenniferjimenez@example.org","190296.28","Buyer","F","45",""
"200","Heather","Garcia","Male","81","(530)228-1650x646","cooperlaura@example.org","91971.13","Investor","F","51","347.0"
"201","Sarah","Gonzales","Other","51","356.891.9832x102","harrisonnicholas@example.net","41100.92","Renter","F","48","325.0"
"202","Blake","Duffy","Female","33","001-383-810-4384","kmartin@example.org","110670.68","Buyer","F","28","65.0"
"203","Laurie","Harris","Other","26","767-808-0568","wstevens@example.org","175224.44","Investor","F","37","247.0"
"204","Patrick","Graves","Male","81","(619)686-5504","diana76@example.com","147783.85","Prospect","F","4","181.0"
"205","Tina","Cohen","Other","39","+1-533-496-5049x627","paulhamilton@example.org","162279.42","Investor","F","50",""
"206","Christopher","Schmitt","Other","32","236-925-8542x188","singhsarah@example.org","133462.76","Renter","F","1",""
"207","Danielle","Ramsey","Male","49","001-619-996-4338x532","pamelaestrada@example.com","139993.93","Buyer","F","25","397.0"
"208","Amanda","Walker","Male","40","630-731-1587x605","yosborne@example.net","170593.15","Buyer","F","59","291.0"
"209","Anne","Adams","Other","71","876-894-5353x65974","erivers@example.com","53685.26","Renter","F","27","394.0"
"210","Jason","Ramirez","Other","58","725-645-0809","briggsjacob@example.com","100437.87","Investor","F","37","116.0"
"211","Caitlin","Morris","Male","82","(496)564-7213x074","kimberly91@example.com","48135.84","Buyer","F","52","190.0"
"212","Hunter","Martinez","Male","69","504-289-3326x1454","oknight@example.net","197595.26","Buyer","F","56","70.0"
"213","Kayla","Perez","Female","59","+1-900-381-7852x21158","lucas35@example.net","189091.57","Buyer","F","1","114.0"
"214","Joshua","Kemp","Male","55","(787)444-7017x32086","rebeccaford@example.org","12688.23","Investor","F","16","163.0"
"215","Barbara","Ross","Female","81","363-237-0140x05278","mark80@example.org","142587.16","Renter","F","35","315.0"
"216","Anthony","Hernandez","Male","37","+1-522-314-2573x16094","kathrynrice@example.net","185423.42","Buyer","F","2","45.0"
"217","Heather","Snyder","Other","62","(403)813-6955","rebeccajohnson@example.net","40212.19","Buyer","F","1","314.0"
"218","Jacob","Barber","Other","66","535.525.9533x2227","aaroncox@example.com","115749.32","Investor","F","34","47.0"
"219","Hayley","Clayton","Female","80","753.223.6618","dsanders@example.net","183520.22","Buyer","F","10","290.0"
"220","Theresa","Williams","Female","29","(269)371-8236","henryeric@example.org","11619.47","Buyer","F","58","358.0"
"221","Michael","Bruce","Other","70","+1-638-882-1764","cgonzalez@example.com","140996.95","Investor","F","48",""
"222","David","Clark","Other","30","622.428.0194","ann92@example.net","62983.06","Renter","F","26",""
"223","Lisa","Ewing","Other","25","+1-822-556-0629x5350","plin@example.org","185257.26","Prospect","F","9","47.0"
"224","Melissa","Wilson","Female","51","7465741307","kelsey85@example.org","194356.36","Investor","F","26","284.0"
"225","Alexander","Keller","Other","59","962.760.8463","ubrown@example.com","189131.97","Investor","F","15",""
"226","Krystal","Williams","Male","35","749-812-1516x41195","andre19@example.net","97471.77","Buyer","F","11","156.0"
"227","Nicholas","Mercer","Female","58","001-257-487-5207","kingryan@example.org","173098.32","Prospect","F","23","320.0"
"228","Elizabeth","Jones","Male","75","+1-871-921-2413x9369","ksullivan@example.net","169687.13","Investor","F","55",""
"229","Thomas","Jones","Male","38","(977)831-9227x60759","john39@example.net","67224.59","Investor","F","45","234.0"
"230","Heather","Harris","Male","45","+1-316-454-3089x523","moorebrenda@example.com","166638.52","Investor","F","46","53.0"
"231","Megan","Hampton","Female","68","964.849.7470x0026","kyle67@example.com","12216.49","Buyer","F","17","345.0"
"232","Kenneth","West","Male","21","241.863.6560x450","michaelhale@example.com","121272.63","Prospect","F","36","309.0"
"233","James","Chapman","Other","49","(849)569-2771x1952","jamie59@example.com","49851.72","Buyer","F","52","332.0"
"234","Jennifer","White","Male","33","(712)682-7636x431","cheryl54@example.com","28510.54","Buyer","F","50","39.0"
"235","Diane","Wright","Male","43","544-534-4149x16999","joshua74@example.org","20005.87","Prospect","F","41","256.0"
"236","Bailey","Nelson","Male","51","(940)588-2230x95862","cory21@example.org","140776.31","Buyer","T","13","388.0"
"237","Whitney","Wolf","Other","74","520.621.7075x485","ewood@example.net","71275.62","Renter","F","55","350.0"
"238","David","Strickland","Female","33","8303044964","jenniferwalker@example.org","146329.52","Buyer","F","4","12.0"
"239","Mackenzie","Thomas","Other","73","001-551-721-3756x5896","courtney70@example.net","17744.49","Prospect","F","25","275.0"
"240","Shelby","Arellano","Female","40","599-631-4584","randy31@example.org","66481.62","Investor","F","12","66.0"
"241","Jeffrey","Weaver","Female","75","(603)942-3622x033","isaac63@example.net","110200.8","Renter","T","42","77.0"
"242","Daniel","Turner","Female","70","+1-879-268-6800x85294","oliviavaldez@example.net","159191.02","Prospect","F","18","122.0"
"243","Elaine","Freeman","Male","71","717-243-0435x0238","fernandohansen@example.com","67156.74","Renter","F","52","195.0"
"244","Robert","Morgan","Male","20","252.433.2829x302","richard13@example.org","127048.82","Prospect","F","23","171.0"
"245","Natalie","Hall","Other","80","934.767.7116","kimronald@example.com","177765.66","Investor","F","33","90.0"
"246","Chelsea","Reed","Female","52","930-424-5301x23984","anthonynelson@example.org","125093.32","Renter","T","2","384.0"
"247","Brandon","Fernandez","Female","25","219.901.7222x405","qhendricks@example.net","50427.1","Prospect","F","50","225.0"
"248","Nicole","Ford","Male","38","001-717-575-4619x92406","rmoore@example.com","9758.15","Buyer","F","16","62.0"
"249","Cristina","Morgan","Other","25","822-659-0956","robin23@example.com","174669.28","Renter","F","52","124.0"
"250","John","Lopez","Female","40","001-912-212-1101","heidihaas@example.net","9147.54","Renter","F","21","338.0"
"251","Robert","Hull","Other","63","+1-301-670-7403x925","gregory51@example.com","175566.83","Buyer","F","23","216.0"
"252","Curtis","Thompson","Other","36","464.333.8722x0542","rthompson@example.com","108142.74","Renter","F","52","377.0"
"253","Gina","Green","Female","57","+1-663-930-8334x4470","alexander70@example.org","188118.2","Renter","F","6",""
"254","Alex","Brooks","Male","46","+1-868-551-9537x74926","staceyharper@example.com","160762.73","Buyer","F","1","95.0"
"255","Robert","Adams","Other","43","877.752.2592x061","thomascassandra@example.org","199597.15","Renter","F","12","396.0"
