customer_id,first_name,last_name,gender,age,phone,email,avg_income,customer_type,is_ReferenceOnly,segment_id,Employee_id
103,Robert,Williams,Male,31,203-688-0273,bbarnes@example.org,40379.91,Prospect,F,42,176
104,Jose,Rhodes,Other,34,889-239-5309,smorales@example.net,118693.1,Buyer,F,34,63
105,Ashley,Wagner,Female,49,+1-987-345-5135x872,pamela06@example.net,87177.79,Prospect,F,49,9
106,Kristina,Combs,Male,35,001-903-743-9881x87387,jasoncampbell@example.com,179070.98,Prospect,F,35,192
107,Alexander,Davis,Female,32,+1-809-415-3860x282,kristin04@example.org,164401.49,Buyer,F,23,77
108,Michelle,Kline,Female,59,001-657-372-0441x0079,josephcuevas@example.org,71654.38,Buyer,F,3,336
109,Brian,Klein,Male,26,922-448-7098,michelle96@example.org,55587.57,Buyer,F,16,103
110,Gregory,Braun,Other,65,(324)204-3261,kevinfox@example.org,79040.02,Buyer,F,29,304
111,Jason,Smith,Male,45,320.720.0953x662,lmullen@example.org,120107.51,Prospect,F,16,377
112,Matthew,Jacobs,Male,68,9175325900,lopezkimberly@example.net,57272.41,Buyer,F,15,274
113,George,Rodriguez,Female,34,001-308-271-6722,molly46@example.org,126709.04,Investor,F,9,255
114,Daniel,Payne,Other,72,407.744.3602x3442,wongalexis@example.com,84835.27,Investor,F,37,304
115,Jason,Campos,Male,62,001-809-744-7726x9032,walkerdavid@example.com,112649.2,Renter,F,16,152
116,Denise,Cortez,Female,23,+1-324-755-9851x60211,lindafernandez@example.com,90044.67,Renter,F,27,151
117,Jessica,Scott,Female,55,262.537.6008x84474,daviladaniel@example.org,62420.82,Prospect,F,41,345
118,Kelly,Miller,Other,62,5067983692,amber86@example.com,189948.39,Prospect,F,4,174
119,Shirley,Gordon,Female,64,298.465.4622,jamesacosta@example.net,153903.13,Prospect,F,51,266
120,Michelle,Orr,Female,44,530.600.0886,hallen@example.net,32322.07,Renter,F,27,74
121,Aaron,Martinez,Female,35,(900)291-6923x2737,weaverjessica@example.com,174351.26,Renter,F,49,273
122,Sherri,Castillo,Male,71,(330)500-9984x3361,noblealexandra@example.org,100049.08,Prospect,F,20,360
123,Christopher,Benson,Other,46,629.842.0340x15353,griffinnicholas@example.net,179437.68,Prospect,F,59,27
124,Justin,Boyer,Male,44,420.410.8240x281,xcarlson@example.com,160971.77,Renter,F,36,269
125,Edward,Taylor,Female,61,717.945.2735x36423,phillipserik@example.org,87916.63,Buyer,F,17,102
126,Andrea,Rodriguez,Female,25,+1-461-525-5904x61007,ronald00@example.org,9381.52,Renter,F,60,228
127,Anna,Ellis,Female,63,423-229-6151,alexander66@example.com,57392.09,Buyer,F,4,135
128,Stephanie,Collins,Male,71,522-276-3460x1915,zball@example.net,110618.67,Renter,F,56,35
129,Tamara,Vasquez,Female,39,335-486-1768x225,philliphatfield@example.net,128528.25,Buyer,F,31,104
130,Melanie,Donovan,Other,27,(624)619-7687,qgallegos@example.org,55288.1,Prospect,F,14,95
131,Danielle,Smith,Other,58,584-789-7422,kyleparker@example.com,32174.43,Renter,F,59,122
132,Amy,Hernandez,Other,40,+1-664-395-2549x2064,lambertcheyenne@example.org,167811.4,Investor,F,26,120
133,Amanda,Wright,Other,61,343.659.4882,kaiserrichard@example.org,196958.43,Investor,F,25,236
134,Melanie,Kaiser,Female,52,225-343-4123,collinsjulie@example.net,107509.59,Prospect,F,20,131
135,Adam,Crawford,Other,50,001-286-300-3203x197,antonio03@example.com,38477.46,Investor,F,30,48
136,Lisa,Rodriguez,Female,40,001-619-378-6016x2590,vunderwood@example.com,58099.93,Prospect,F,59,102
137,Courtney,Harris,Male,67,935-482-1072x88780,espinozataylor@example.com,8586.18,Renter,F,3,286
138,Ronald,Maxwell,Other,57,(323)599-6477,mary07@example.com,183288.27,Prospect,F,2,131
139,Rachel,White,Male,41,+1-408-655-7800,laurentaylor@example.com,27961.46,Renter,F,19,76
140,Francis,Myers,Male,51,(396)885-7467x0675,belindahaas@example.com,117420.71,Investor,F,25,289
141,Christopher,Fitzgerald,Female,66,426-610-7033x5084,harveymichelle@example.net,58440.77,Prospect,F,17,388
142,Keith,Gordon,Other,70,5042169105,richardsoncharles@example.com,113064.71,Investor,F,30,84
143,Kathryn,Wolfe,Other,54,001-233-395-3481x105,xfisher@example.org,132026.98,Prospect,F,11,69
144,William,Foley,Other,23,473-585-5128x17751,vhunter@example.com,166799.65,Buyer,F,12,275
145,Eric,Farmer,Other,23,(636)802-4465,wthomas@example.org,45252.15,Buyer,F,54,36
146,Cristian,Harris,Other,34,556-347-8370,kurt38@example.org,7144.19,Buyer,F,27,68
147,Pamela,Nicholson,Male,33,457.926.0292x54686,wendy76@example.com,31692.7,Prospect,F,46,75
148,Derek,Delgado,Other,60,+1-432-571-3538x67625,alawson@example.net,180503.64,Prospect,F,24,28
149,Laura,Garza,Male,20,(405)953-4050,uharmon@example.net,175408.57,Prospect,F,43,247
150,Roy,Frank,Other,66,956.770.7897,erik19@example.net,121495.55,Investor,F,1,6
151,John,Thomas,Male,52,336.327.3202x2271,denise76@example.net,122100.79,Prospect,F,35,144
152,Tanya,Henderson,Male,26,001-242-798-5144x86983,houstonstephanie@example.org,134682.15,Renter,F,52,89
153,Breanna,Lopez,Other,53,001-869-280-1426x4710,wmarshall@example.org,39197.4,Investor,F,16,96
154,Linda,Ross,Female,70,405.600.4933x267,hlane@example.com,183310.33,Prospect,F,53,179
155,Anna,Hamilton,Female,49,+1-208-439-0654,daniel93@example.net,86660.25,Renter,F,6,189
156,David,Esparza,Female,63,(281)629-1635,martinezrussell@example.com,79712.01,Buyer,F,45,113
157,Randall,Holloway,Male,25,(784)253-9749,wagneramy@example.com,106188.95,Prospect,F,42,330
158,Robert,Chaney,Other,50,2204801929,strongkimberly@example.com,14158.36,Buyer,F,25,191
159,Christine,Green,Other,30,001-232-425-3332,carlos25@example.net,37425.26,Buyer,F,41,2
160,Maurice,Wilson,Other,70,545-503-6988x84393,melissa62@example.net,148916.56,Investor,F,32,220
161,David,Reed,Other,22,724-841-2907,stephaniewilson@example.org,21145.74,Renter,F,37,46
162,Richard,Castillo,Other,50,001-654-321-0629,ypeterson@example.org,122614.66,Investor,F,14,352
163,Henry,Jones,Other,37,775-436-2647,patrick20@example.net,52843.08,Buyer,F,3,36
164,David,Johnson,Male,33,+1-784-252-4032x11535,nelsonjennifer@example.org,80912.64,Renter,F,12,159
165,Bonnie,Evans,Female,24,377.597.2479x25422,isabella81@example.net,61295.28,Investor,F,49,362
166,Jill,Turner,Male,56,806.776.9333x2998,monique02@example.com,74356.18,Prospect,F,11,286
167,Jennifer,Choi,Female,44,4857858838,ytaylor@example.org,145213.95,Renter,F,44,274
168,Jodi,Sanders,Other,25,+1-492-454-3551x96282,fischeramanda@example.com,62938.73,Investor,F,51,350
169,Gary,West,Female,34,694.320.1223,brookefrench@example.net,115448.9,Buyer,F,4,48
170,Preston,Williams,Other,58,(204)250-9563x2174,williamskathleen@example.net,97829.83,Prospect,F,22,307
171,John,Ryan,Male,60,(224)271-1936,huynhdouglas@example.com,134415.88,Investor,F,50,165
172,Luke,Ross,Female,34,2762264385,stevengonzalez@example.com,187681.8,Investor,F,51,228
173,Sean,Hopkins,Female,31,+1-513-336-1094x41642,joshua41@example.net,147851.56,Prospect,F,36,190
174,Steve,Harrison,Other,38,857.360.6349x42904,michele18@example.net,46913.37,Renter,F,6,393
175,Andrew,Huff,Male,37,+1-999-632-4202x483,christian72@example.org,11080.71,Renter,F,46,35
176,Michael,Flynn,Other,29,001-747-590-2548,robertbradley@example.com,56141.49,Prospect,F,25,362
177,Gerald,Gross,Male,25,900-695-3855,myersjoshua@example.com,121040.2,Buyer,F,21,182
178,Mary,Perkins,Female,68,681.646.0476x1437,uwilliams@example.com,15028.03,Investor,F,20,225
179,Amy,Bridges,Male,31,(746)272-6368x15418,shawnmiddleton@example.org,101791.42,Prospect,F,7,65
180,Alex,Cook,Other,52,+1-586-904-3566x0503,pvargas@example.org,121384.36,Prospect,F,29,283
181,Randy,Wade,Male,42,(271)982-2266x7941,jeffery59@example.org,70177.56,Buyer,F,7,11
182,Thomas,Armstrong,Female,75,428-498-7605x5049,pbrown@example.net,155327.88,Prospect,F,39,304
183,Kathy,Gardner,Female,44,+1-570-466-3201x62907,tracyhoffman@example.com,25786.66,Buyer,F,1,147
184,Tammy,Barton,Male,56,617.408.6494x269,jennifergarza@example.net,19651.87,Renter,F,47,284
185,Teresa,Craig,Male,28,449-301-4599x67069,xlee@example.com,146996.81,Investor,F,44,192
186,Susan,Hall,Female,29,+1-630-521-7816x78066,nicole89@example.org,101620.81,Buyer,F,20,135
187,Noah,Khan,Female,46,+1-881-650-3701x7092,nhobbs@example.org,139238.47,Investor,F,11,220
188,Zachary,Gibson,Male,43,(782)296-8244,gthomas@example.net,89791.33,Investor,F,31,398
189,Stephanie,May,Other,51,+1-441-916-8069x1961,janderson@example.org,53048.4,Renter,F,16,367
190,Mary,Weber,Male,39,8264344435,yesenia70@example.org,164724.95,Buyer,F,30,52
191,Alex,Cochran,Other,44,525-236-9091x2375,ashley60@example.org,160886.1,Investor,F,26,168
192,Deborah,Smith,Female,72,865.624.0553,xclarke@example.com,140465.81,Renter,F,29,169
193,Tara,Wilcox,Other,64,482.515.9773x85466,ronniejames@example.com,58068.3,Renter,F,20,162
194,Justin,Anderson,Male,45,001-872-420-4298,ielliott@example.org,120094.98,Investor,F,31,158
195,Robert,Levy,Other,60,(535)569-9929,zgrimes@example.net,75389.91,Prospect,F,19,374
196,Jennifer,Carr,Male,40,001-360-741-3482x08493,theresagreene@example.org,22858.5,Prospect,F,37,398
197,Richard,Smith,Female,43,340-576-2914x3049,smithzachary@example.net,183876.15,Buyer,F,18,400
198,Manuel,Anderson,Male,57,+1-456-542-2405x9208,anthonyrandolph@example.com,31679.63,Renter,F,60,286
199,Charlotte,Dean,Other,21,+1-496-229-8056,phopkins@example.net,190296.28,Prospect,F,44,391
200,Shane,Ortiz,Female,71,001-957-624-0434,louisbrandt@example.net,91971.13,Investor,F,46,105
201,Timothy,Jefferson,Male,72,7072773217,kmiller@example.net,41100.92,Prospect,F,54,352
202,Tammy,Neal,Male,60,001-638-473-3703,joshua74@example.net,110670.68,Investor,F,44,253
203,Kimberly,Reynolds,Other,29,001-386-923-5107x6519,christopher32@example.net,175224.44,Prospect,F,16,127
204,Christian,Reyes,Male,48,3913858055,tgreen@example.net,147783.85,Prospect,F,51,191
205,Elizabeth,Guzman,Other,52,(607)370-0409x3045,vangjohn@example.net,162279.42,Prospect,F,38,203
206,Gregory,Becker,Female,64,(220)438-5886x4078,eric51@example.com,133462.76,Buyer,F,35,16
207,Heather,Camacho,Male,62,862-930-3974x40880,criddle@example.net,139993.93,Investor,F,7,391
208,Blake,Greene,Other,22,+1-343-311-3266,angela80@example.com,170593.15,Prospect,F,11,329
209,Lauren,Lopez,Female,26,796-504-7220,alvarezstephanie@example.com,53685.26,Buyer,F,49,167
210,Kenneth,Boyer,Male,52,+1-631-871-4619x9539,icuevas@example.com,100437.87,Renter,F,7,130
211,John,Livingston,Female,49,702.961.8402,robinsonpaul@example.com,48135.84,Renter,F,29,189
212,Mark,Long,Female,26,(363)260-5028x1640,vargasvanessa@example.org,197595.26,Investor,F,23,10
213,Danielle,Diaz,Male,73,+1-345-423-7597x953,williamsjennifer@example.com,189091.57,Renter,F,27,41
214,Dean,Bailey,Female,49,754-549-2054x8944,grantcrystal@example.org,12688.23,Renter,F,23,157
215,Michael,Moreno,Female,50,256-762-2952x1797,zsmith@example.com,142587.16,Buyer,F,34,245
216,Lisa,Collins,Other,48,4705472660,diazmichael@example.org,185423.42,Investor,F,29,367
217,Stephanie,Jones,Male,71,+1-416-471-5605x87905,charles39@example.com,40212.19,Buyer,F,5,151
218,Scott,Brown,Other,26,353-815-7905x719,melanie69@example.org,115749.32,Renter,F,2,173
219,Mark,Spencer,Male,53,997-948-7680x57023,john01@example.net,183520.22,Renter,F,60,377
220,Frank,Reynolds,Female,55,832.697.3239,lopezann@example.org,11619.47,Prospect,F,36,79
221,John,Ochoa,Female,60,(799)424-2773x9238,johnwhite@example.net,140996.95,Renter,F,30,116
222,John,Brown,Other,47,328.444.2347,urivera@example.org,62983.06,Prospect,F,12,325
223,Megan,Martinez,Other,32,5753699913,moranphillip@example.com,185257.26,Prospect,F,2,375
224,Jason,Lopez,Female,20,+1-822-877-7733x1680,zjohnson@example.com,194356.36,Renter,F,38,217
225,Jared,Williams,Other,71,6593529842,tmoody@example.net,189131.97,Buyer,F,14,140
226,David,Nelson,Other,31,258.226.7625x9062,glee@example.net,97471.77,Investor,F,37,50
227,Cynthia,Ware,Female,27,(914)697-4597x93183,carol86@example.org,173098.32,Investor,F,21,98
228,Lisa,Delacruz,Other,60,(666)843-2239,craighiggins@example.net,169687.13,Investor,F,43,248
229,Donna,Rivera,Other,45,+1-853-440-0127,lisastanton@example.net,67224.59,Buyer,F,39,196
230,Sheila,Thompson,Female,59,967-287-1888x22378,carlos80@example.com,166638.52,Renter,F,23,178
231,Vanessa,Wolfe,Other,71,001-856-247-9984,nparks@example.com,12216.49,Investor,F,53,342
232,James,Maddox,Other,25,(836)310-8092,ganderson@example.com,121272.63,Renter,F,59,312
233,Michael,Oconnor,Male,39,657-986-5557x512,adam06@example.net,49851.72,Buyer,F,21,58
234,Matthew,Stokes,Other,29,605-616-6545x1224,afitzpatrick@example.org,28510.54,Prospect,F,12,189
235,James,Barr,Male,56,5838570170,maciaskenneth@example.com,20005.87,Prospect,F,27,303
236,Sabrina,Brown,Female,60,001-650-289-8309x413,colonthomas@example.com,140776.31,Renter,F,28,93
237,Dennis,Rogers,Female,38,+1-241-635-6948,marshallmichael@example.com,71275.62,Renter,F,36,83
238,Kevin,Berry,Female,59,+1-639-640-5980x2602,solistara@example.com,146329.52,Buyer,F,12,159
239,Martin,Bishop,Male,51,834.920.3197x774,stephanie14@example.org,17744.49,Renter,F,56,181
240,Joan,Harris,Other,52,+1-458-868-4196x233,jennifer69@example.com,66481.62,Prospect,F,13,194
241,Stephen,Carter,Female,46,373-706-6293,harrisonvincent@example.com,110200.8,Prospect,F,27,348
242,Olivia,Underwood,Male,56,(998)290-6232x72371,jeremyshelton@example.net,159191.02,Buyer,F,32,83
243,Barry,Stewart,Male,38,001-987-808-4779x541,lee98@example.org,67156.74,Buyer,F,51,387
244,Megan,Ford,Other,38,(891)457-9089x458,williampierce@example.com,127048.82,Renter,F,18,113
245,Jamie,Callahan,Other,67,+1-376-312-3961x21905,yboone@example.org,177765.66,Prospect,F,50,232
246,Lisa,Banks,Male,56,4665901079,bridgetthomas@example.net,125093.32,Buyer,F,36,259
247,Jeffrey,Stanley,Other,72,8355067578,michael70@example.com,50427.1,Investor,F,18,394
248,Joel,Cannon,Male,68,455-350-5705,zacharypage@example.com,9758.15,Prospect,F,35,385
249,Bradley,Holden,Female,26,514-714-7012,richardmooney@example.org,174669.28,Renter,F,35,109
250,Courtney,Fuentes,Female,36,001-709-877-9780x2344,robert79@example.com,9147.54,Investor,F,20,14
251,Robyn,Weiss,Female,75,001-564-301-6329x5737,tdiaz@example.org,175566.83,Buyer,F,56,42
252,Elaine,Garcia,Male,71,+1-630-429-1585,gregorydavis@example.net,108142.74,Investor,F,50,119
253,Casey,Sims,Other,60,+1-639-866-0734,paul15@example.net,188118.2,Prospect,F,56,361
254,Amy,Dorsey,Male,70,391-861-7050x221,patricia13@example.com,160762.73,Renter,F,11,313
255,Elizabeth,Hale,Male,56,001-894-683-7740x292,kellijohnson@example.org,199597.15,Investor,F,53,103
256,Suzanne,Costa,Other,54,001-996-921-8366,afritz@example.com,73388.8,Renter,F,35,141
257,Aaron,Francis,Female,38,320-522-2349x980,aspencer@example.com,154601.72,Investor,F,21,358
258,Christina,Davis,Other,72,+1-415-524-4614x409,bryan46@example.com,83376.53,Buyer,F,55,261
259,Nicole,Oneill,Female,23,3187637263,michael22@example.com,98575.75,Investor,F,9,382
260,Nicholas,Cain,Male,64,+1-600-638-5025x513,lcastillo@example.net,127363.57,Renter,F,56,333
261,Ashley,Harrison,Other,40,614.554.6157,christopher49@example.com,175367.04,Renter,F,16,72
262,Brittany,Lewis,Female,51,001-304-509-5437x766,wayne01@example.net,196896.28,Renter,F,49,344
263,Tammy,Collins,Female,60,311-943-6786x21078,gilbertrichard@example.net,154813.32,Prospect,F,37,321
264,Rodney,Rivera,Male,60,3687026933,jasminegonzalez@example.com,86464.52,Buyer,F,25,229
265,Brian,Brown,Other,37,950-252-2411x42066,charles59@example.net,87164.62,Investor,F,26,261
266,Andrew,Coleman,Female,57,782.522.2400,elizabethwilliams@example.com,148828.55,Buyer,F,30,247
267,Diana,Woodward,Other,25,313-548-4339,michaelholmes@example.org,51561.54,Prospect,F,56,394
268,Eric,Rogers,Other,42,+1-245-423-4286x44976,rjordan@example.org,26542.45,Buyer,F,41,338
269,Jessica,Wright,Female,33,+1-373-749-8529x7356,zholden@example.com,74151.32,Prospect,F,51,271
270,Anna,Adams,Female,37,(353)680-9664,jeffrey69@example.net,61011.6,Investor,F,53,106
271,Erik,Waters,Female,55,001-566-453-5389x62985,nataliemann@example.com,62780.08,Renter,F,54,143
272,Sandra,Evans,Female,63,712.876.3835x4346,gutierrezcraig@example.net,50553.51,Buyer,F,37,246
