investor_id,investor_name,phone,email,company_name,portfolio_id
189,"Delgado, Thomas and Weeks",001-582-563-7101x618,davissandra@example.net,Benson-Powers,70
190,Nathan Schaefer,+1-800-869-6794x682,qjimenez@example.org,"Gordon, Jones and White",75
191,Murray Group,001-313-675-2236x226,jodi91@example.com,"Jones, Clark and Brown",74
192,Patricia Kaufman,679.813.2991x49075,desireebest@example.net,Flores and Sons,223
193,Castro Inc,+1-416-503-8032x234,jray@example.com,,199
194,Kelly Vargas,+1-582-322-8770x894,kathryn98@example.net,Carter Group,244
195,Laurie Macias,+1-732-386-6916x496,drew58@example.net,,159
196,"Olsen, Tyler and Kim",767.896.4484x651,barrykristin@example.com,,84
197,Charles Lawson,001-524-903-8174x815,csims@example.com,"Gonzalez, Warren and Landry",210
198,Tammy Armstrong,452.400.9719,stacygarrison@example.org,Miller Ltd,357
199,Wilkinson PLC,001-914-956-9597x1443,deanmartinez@example.com,,86
200,Stephen Miller,(714)379-0373x2190,reynoldssarah@example.org,"Beck, Sims and Barker",313
201,Brown-Cox,+1-437-337-2646,kthompson@example.net,"Mills, Daniel and Delgado",19
202,Kayla Madden,+1-487-355-4663x71947,flopez@example.org,,359
203,"Stephens, Barrett and Nguyen",001-235-933-6904,torresamy@example.org,,104
204,Shannon Williams,001-613-693-0091x05464,matthew56@example.net,,22
205,"Butler, Smith and Garcia",001-405-770-0573,andrewlane@example.org,,20
206,Zachary Baker,981.268.1269x8241,dkelly@example.net,"Fowler, Nelson and Fleming",221
207,Bryant and Sons,627-963-7802x2384,jason85@example.net,Kerr Group,218
208,Mark Casey,001-748-830-7599,jonathanevans@example.com,,248
209,Amanda Garcia,001-214-597-4751x340,whiteamanda@example.net,,356
210,Julia Love,001-713-542-2557x8698,samanthafarmer@example.com,"Cole, Figueroa and Hansen",218
211,Christina Morgan,001-506-750-9441x091,robertspears@example.com,Fletcher-Moon,218
212,Catherine Watkins,001-829-510-0154x620,diana65@example.com,Duke-Wright,176
213,"Turner, Sparks and Perkins",766-758-6747,ggutierrez@example.org,Simmons-Cruz,50
214,Flowers Ltd,(270)362-5110x5670,lcrane@example.org,,89
215,Kramer-Lang,9134196195,heather05@example.org,,99
216,Amy Wilson,234.795.0484x994,ryan49@example.net,Mills-Curry,55
217,Phillip Shaw,+1-247-419-2650,jeremygallegos@example.org,"Allen, Morton and Moody",123
218,Sean Thompson,(556)273-7447,martinezbrittany@example.org,,188
219,Eric Jennings,679-954-7251,ashley78@example.org,,326
220,"Savage, Roberts and Aguirre",870.711.7210,george61@example.org,Mcclure-Rice,280
221,Joseph Robinson,291.612.2764x59369,christopher94@example.net,,150
222,Carpenter LLC,368.779.8030x972,bridgesjoshua@example.org,,160
223,Johnathan Powell,584-463-6253x93933,jennifer63@example.net,Jennings Group,200
224,Stephanie Armstrong,(461)673-6289x49232,scott61@example.net,Hughes PLC,350
225,Romero Ltd,953.982.6759x60920,robert76@example.net,"Collins, Nelson and Macdonald",268
226,Alexander Archer,7928224923,ann73@example.net,Pennington-Hammond,383
227,Bennett Inc,3523895653,heather47@example.net,"Williams, White and Taylor",340
228,Jon Levine,(857)793-0706,richard35@example.org,Blake-Anderson,253
229,Danielle Baxter,+1-396-300-2825,gmelton@example.net,Johnson Group,108
230,Chelsea Lewis,384-262-5693x67250,michaelalexander@example.com,Lane-Schultz,391
231,Patrick Burnett,+1-478-610-8197x45592,crystalrodriguez@example.net,,324
232,Sean Patrick,507.753.1546,maureen58@example.com,Johnson Ltd,73
233,Webster-Bailey,295-620-3121x5368,amberhall@example.com,,311
234,Dominique Hamilton,001-785-700-0243x836,qthompson@example.com,,287
235,Dana Brewer,+1-200-704-2108x165,ohansen@example.org,,279
236,"Berg, Daniel and Ware",(739)836-8471,swilliams@example.net,,189
237,Lisa Martin,915.970.4201,phyllisgonzales@example.net,Schmidt-Sims,53
238,Graves Inc,240.884.3028x47457,lisa26@example.org,Vargas Group,248
239,Jennifer Gonzalez,244.783.8540,theresa27@example.org,,52
240,Cassandra Alexander,584.725.8405,dburton@example.net,,278
241,Jeffrey Grant,576-810-3971x8499,elizabeth51@example.net,,351
242,Frederick Ltd,862.489.3329x0667,andrea68@example.net,,327
243,"Moore, Miles and Vega",(915)454-3776,asmith@example.net,,251
244,Juan Brown,(326)705-7035x9993,williamsmariah@example.com,Wilkins LLC,378
245,Thomas Phillips,(320)804-8461x54588,andrewmyers@example.net,,265
246,Ward-Steele,(500)377-7436x206,cynthia44@example.com,Jacobs-Ortiz,251
247,Sarah Moore,(849)886-7869,wmiller@example.org,,353
248,John Cobb,+1-837-569-2361,turnererin@example.org,Dawson and Sons,113
249,Jillian Davis,652-630-2488,ggonzalez@example.net,,169
250,"Andersen, Pennington and Clark",7419189034,thompsonbrian@example.org,"Rodriguez, Bennett and Williams",31
251,Annette Ryan,388.490.7025,lindabarnes@example.org,,265
252,Michael Robles,817-321-1485,ebowen@example.org,Sosa-Wilcox,30
253,Stephen Torres,001-630-635-2029x01059,lloydrussell@example.net,,340
254,"Wright, Gallagher and Beltran",001-910-325-8474x2536,hdoyle@example.org,,100
255,Katie Torres DVM,(378)876-2705x1542,porterraymond@example.org,Rogers-Norris,310
256,Nathan Johnson,830-355-0668x3760,bobbyglenn@example.com,Carroll and Sons,90
257,Luke Kelly,911-987-7988x8121,tbond@example.net,,356
258,"Day, Singh and Palmer",529-744-4824,coledaniel@example.net,,247
259,Howell LLC,001-718-511-9253x35252,jordankimberly@example.org,"Taylor, Roberts and Ramsey",186
260,Amy Dalton,(283)894-7144,sloanadam@example.com,,311
261,Lauren Hutchinson,965-456-9573,ortizjames@example.org,,389
262,"Pollard, Cohen and Crawford",902-587-2216,kstewart@example.org,Sutton-Ward,345
263,Brandon Martinez,(423)673-8453,jamesdelgado@example.org,Gutierrez-Santana,388
264,Brenda Wilson,001-948-765-8218x9358,deborah12@example.net,,214
265,Ballard LLC,423-289-7189x5424,acostanatalie@example.com,,113
266,John Clark,331-694-6314x35168,ryan72@example.com,,376
267,Ryan Wall,(859)998-1053x494,wilsonmichael@example.net,,289
268,Parsons Inc,364.728.9230x34251,anna75@example.net,,358
269,Mrs. Suzanne Burns,3317309747,jamesbrown@example.net,"Kent, Castro and Levine",51
270,"Thomas, Rodriguez and Simon",726.557.6108x85102,rachel14@example.com,Gonzalez Group,354
271,Kevin White,443-940-1245x257,amyhanna@example.org,"Day, Joseph and Pena",50
272,Tara Miller,615-751-8034,ryanharris@example.org,Malone-Hawkins,23
273,Kristin Phillips,405-780-3486x83912,austinreyes@example.net,Luna-Reyes,265
274,Danielle Singleton,317.777.2157x41531,mcruz@example.com,,384
275,Kimberly Ramirez,703-919-7466,denise92@example.org,"Walton, Wong and Fischer",172
276,Margaret Aguirre,9105893381,jonathan66@example.org,Boyle Group,24
277,Kirk Ltd,001-950-804-7913x2293,salazarderek@example.net,"Perez, Spencer and Pierce",322
278,Mcpherson-Banks,+1-960-353-9098,linda44@example.org,Long-Wallace,393
279,Christian Evans,(404)495-4662,mcneiljames@example.net,Cordova-Middleton,46
280,Henderson-Mcbride,(491)804-5114,littlemaria@example.org,Norman-Andersen,96
281,Chad Sanchez,665-202-8014,matthewzuniga@example.com,Hernandez LLC,37
282,Michael Wright,9817070512,monica22@example.com,,149
283,Robin Ayers,427.963.6343x254,daniel33@example.net,,381
284,Cook-Medina,(217)890-8506x52685,cooperthomas@example.com,,129
285,Shannon Smith,872-957-7180x36564,joseph44@example.com,Zavala Group,42
286,"Friedman, Hart and Terry",496.382.4265x82392,matthewwebb@example.net,,316
287,Janet Campos,399.922.2753,melissa63@example.org,,19
288,Perry-Yates,250.389.9245,shuerta@example.org,Hill-Wells,134
289,Olson-Morton,+1-359-445-7938x81262,whitedarlene@example.net,,105
290,Simmons LLC,001-727-991-3539x836,stokesashley@example.net,,102
291,Susan Simmons,(558)486-8410,justingarcia@example.net,"Wise, Kennedy and Hernandez",364
292,Mary Oneal,(811)348-8244x83043,tpotts@example.net,,155
293,"Sparks, Warren and Diaz",841.460.2691x22508,angelica24@example.org,,372
294,Phillip Rodriguez,001-207-312-6427x54715,herreraemily@example.com,"Montgomery, Brown and Williams",193
295,Benson Group,912-229-8287x2105,tiffanygamble@example.org,,182
296,Adrian Beard,+1-978-677-0363,owilliams@example.com,"Deleon, Horne and Rivers",146
297,"Williamson, Durham and Gutierrez",325-334-2506x223,janderson@example.com,"Peterson, Ballard and Moses",174
298,"Blevins, Jimenez and Murray",8532877565,alicia31@example.org,,259
299,Kelly Perkins,8273076702,burnschristopher@example.org,,55
300,Martinez-Norris,942-533-5542x63936,jamesquinn@example.net,,306
301,"Zimmerman, Martinez and Arroyo",(623)899-7306,pjefferson@example.com,,149
302,Matthew Anderson,(483)626-0969x302,rodriguezelizabeth@example.org,Webster-Matthews,101
303,"Lane, Wright and Walker",923.325.9505x57508,danielmalone@example.org,,387
304,Francis-King,(404)801-1214x977,gflowers@example.org,Casey LLC,357
305,Kevin Lewis PhD,992-821-5658x957,carpenteramy@example.com,,162
306,Rhonda Jones,001-755-851-2580x84723,moorevictor@example.net,,270
307,Ramirez-Bell,(439)558-9434x19877,sarahstafford@example.com,,175
308,Adam Green,215.618.8727x39141,dana83@example.org,,182
309,Brittany Jones,+1-289-370-8174,christine69@example.net,,190
310,Kathryn Bryan,+1-338-744-5468x4021,raymond89@example.net,,4
311,"Evans, Adams and Bell",626-721-7653x2519,timothyhancock@example.com,,276
312,Gabrielle Cantu,+1-486-338-4690x892,mirandawalter@example.com,"Gibson, Jimenez and Gonzales",378
313,"Perez, Martinez and Gibbs",632-250-8278x5245,yvettehenderson@example.com,,382
314,"Henry, Garcia and Kemp",+1-596-684-4584x6302,dpayne@example.org,,279
315,Michelle Copeland,(620)695-9020x1761,jonathaningram@example.com,Thornton-Weaver,371
316,"Reese, Brown and Contreras",+1-407-586-2982x194,michaelwatson@example.net,,23
317,Valerie Hudson,001-608-580-6324x0518,erika75@example.net,Williams and Sons,87
318,Austin Rollins,+1-877-817-0639x340,gwilson@example.org,,368
319,"Wright, Beck and Strong",+1-644-254-8798x595,fletcherrobert@example.org,,18
320,Martinez-Stewart,+1-483-407-6036,michelle99@example.net,,368
321,Scott and Sons,001-720-844-9608x844,lrasmussen@example.com,,272
322,Rose-Armstrong,689.568.5854,nelsonkevin@example.org,,204
323,Chen Ltd,(252)862-2142x60668,sharon65@example.net,Miller LLC,154
324,Lewis-Kent,5895007772,deborah15@example.net,"Nguyen, Hernandez and Scott",126
325,David Patterson,822-850-1336x6890,derrickking@example.org,,308
326,Matthew Lewis,8584950520,stephaniehale@example.org,,98
327,Christina King,210-787-2748x9246,ashleykaiser@example.net,Lee PLC,240
328,Pamela Johnson,(550)767-6303,mariamartin@example.org,Ford Ltd,56
329,John Snyder,(473)394-8584x7573,millsjacqueline@example.org,"Wagner, Wallace and Yates",280
330,Ernest White,+1-266-944-7434x6847,wjordan@example.org,,100
331,Gibson LLC,329.693.1584x9061,marmstrong@example.com,,57
332,Dennis Fowler,+1-920-800-0549x1675,pamstanley@example.net,,161
333,Campos LLC,(271)851-9713,elizabeth49@example.org,Joyce Group,381
334,Meagan Prince,+1-584-268-6264x593,paulalewis@example.net,,57
335,Tyler PLC,280.329.0524x3279,steven81@example.org,,42
336,Sharon Montoya,670.890.1864x9783,marvinmay@example.net,,200
337,Maxwell LLC,712.915.2390,brandon28@example.org,,172
338,Jennifer Hoover,(453)755-1965,janice10@example.org,,273
339,Cody Smith,(575)646-0676,johnstonconnor@example.com,,353
340,Sosa PLC,274.361.0365,bergzachary@example.com,,210
341,Ryan Roy,299.876.4971x0359,fgreen@example.net,,299
342,Bolton-Mcintyre,3764498662,emily88@example.org,,228
343,Lee and Sons,(555)889-3163x77451,harrischarles@example.net,,57
344,Michelle Thompson,001-728-977-3620x494,watkinsrobert@example.com,Johnston and Sons,325
345,Gilmore-Holland,+1-961-228-4436x12863,nfoster@example.net,Moore-Walker,142
346,Angel Green,338.539.1389x95109,stephaniesmith@example.net,,211
347,Dr. Sheila Wilson,398.917.0373x5123,jonesjennifer@example.com,,82
348,Eric Foster,6292661576,brad10@example.org,"Gonzalez, Jones and Simmons",328
349,"Everett, Rodriguez and Rogers",998-792-0453x5778,stonerobin@example.net,,247
350,Daniel Jones,(359)857-3771x763,uavery@example.org,"Gardner, Davis and Harrison",331
351,Austin Weber,647.871.6559,zmoore@example.org,"Carey, Zimmerman and Johnson",54
352,Martin-Marsh,4367192872,tiffany49@example.org,Johnson and Sons,6
353,Gerald Tucker MD,(500)704-6301,sierrarichardson@example.net,,376
354,Shelia Taylor,(333)493-2813,wwelch@example.org,,129
355,James Holt,901.323.5006,nicolemontgomery@example.com,"Carroll, Maddox and Miranda",247
356,Joshua Robinson,4977259598,brownelizabeth@example.org,,142
357,"Mitchell, Myers and Ellis",(919)292-2093x33630,ajohnson@example.com,Blackwell and Sons,55
358,Michael Sanders,001-624-863-5230,christophermendez@example.org,,138
359,"Wilson, Hughes and Sullivan",794-858-3668,patriciawade@example.net,,187
360,Monique Mccormick,001-892-752-7163x07912,kurtpark@example.net,,177
