"investor_id","investor_name","phone","email","company_name","portfolio_id"
"113","Hailey Jenkins","(730)541-2502","levinekimberly@example.com","None","277.0"
"114","Julian Parker","3453035992","mcmahongregory@example.net","Ortiz, Harris and Jordan","48.0"
"115","Tamara Fox","+1-864-225-4055x561","oconnorpatricia@example.net","Porter-Marquez","62.0"
"116","Golden-Morgan","(806)779-5986","ccarpenter@example.net","None","60.0"
"117","James Hunter","210.452.9643x836","hgarza@example.org","Howard-Doyle","154.0"
"118","Todd Jackson","322.461.2533","danny57@example.org","None","82.0"
"119","Jennifer Bender","+1-902-353-2332x17847","meyersgregory@example.org","Jackson-Miller","24.0"
"120","Devin Jimenez","737.481.5795x01780","jonesjames@example.com","Peterson and Sons","162.0"
"121","Lauren Clark","763.464.1711x403","scottgibson@example.net","Howell, Elliott and Moore","210.0"
"122","Clark-Mcbride","417.842.6253x01402","ana59@example.com","None","345.0"
"123","Rhonda Moore","+1-784-934-5076","villanuevacory@example.com","None","72.0"
"124","Randy Ramirez","392.665.0725","jonathangolden@example.net","None","137.0"
"125","Ferguson, Henderson and Cameron","(383)499-7582","autumn23@example.org","Pope, Welch and Wolf","289.0"
"126","Adams, Ibarra and Wolfe","331.407.1793x3053","xruiz@example.net","None","34.0"
"127","Brian Harris","001-481-256-8696x67890","scarpenter@example.net","None","205.0"
"128","Donald Richards","(243)872-8890x421","andre98@example.net","None","260.0"
"129","Monica Hess","+1-963-797-2188x92428","harrellvictoria@example.net","None","206.0"
"130","Jason Jacobs","967-949-8747","brooke77@example.com","None","56.0"
"131","Sarah Andrews","767.738.6745","justinthomas@example.net","Pratt-Green",""
"132","James Ross","001-893-753-5770x815","unewman@example.com","Sloan-Dickerson","258.0"
"133","Lisa Lee","(315)780-5063","leedavid@example.net","Adams-Lozano","200.0"
"134","Gary Andrade","266.629.5698x285","melendezadam@example.org","Sanders-Adams","217.0"
"135","Jamie Armstrong","725.468.0411x4205","margaret92@example.com","Edwards-Gutierrez","298.0"
"136","Baker and Sons","(269)400-8787","williamdelgado@example.net","Rogers, Tate and Young","238.0"
"137","Thomas Gutierrez","(404)677-8364x8925","rluna@example.com","None","72.0"
"138","Fischer LLC","912-298-3559","carterdillon@example.net","None","125.0"
"139","Breanna Patel","235-625-9449x06371","uaguilar@example.org","Harris-Lopez","363.0"
"140","Susan Boyle","281.905.2709","nicholas10@example.org","None","133.0"
"141","Jennifer Zamora","001-842-323-0079x064","shermanthomas@example.com","None","200.0"
"142","Henry Jackson","223-292-8030","cphillips@example.net","None","77.0"
"143","Smith-Mcdonald","(285)918-7225x997","hansonkyle@example.net","None","183.0"
"144","Mark Thomas","(916)574-4466x6497","heatherdean@example.org","None","393.0"
"145","Shannon Nunez","411-827-4791","amylopez@example.org","Long-Mullins","352.0"
"146","Thomas Harris","883-225-3771x93191","michelledunlap@example.net","None","335.0"
"147","Tina Gallegos","+1-578-657-3995x4819","tracyanderson@example.org","None","129.0"
"148","Joseph Sandoval","781-630-8539x719","yrose@example.net","None","75.0"
"149","Olson-Kennedy","(321)970-1018x49184","thomasellis@example.net","None","33.0"
"150","Judy Chen","981-399-3418x166","angelica22@example.net","None","185.0"
"151","Miller, Martinez and Miller","409-976-4879x8618","dgreene@example.net","Simmons, Garcia and Gonzalez","258.0"
"152","Brittany Jacobs","4979614173","umcdaniel@example.net","None","177.0"
"153","Bennett, Martinez and Friedman","001-270-450-8360x499","bridgesdeborah@example.net","None","264.0"
"154","Barbara Meyers","738.570.4359","kristaflynn@example.net","None","126.0"
"155","Stone LLC","+1-713-831-5769x0259","bryandrake@example.com","None","203.0"
"156","Derrick Mcdaniel","(348)671-0976x606","bridgetlara@example.org","None","142.0"
"157","Nicholas Miller","487.348.2701","tammievillanueva@example.com","Lee, Mendoza and Graves","157.0"
"158","Haynes Inc","+1-295-985-6128x43324","ztaylor@example.org","Avila-Joseph","270.0"
"159","Wendy Grant","+1-473-491-9715x14680","steinchelsea@example.com","Moore, Dawson and Russell","281.0"
"160","Fisher PLC","3908064155","yanderson@example.com","Warner-Osborne","112.0"
"161","Davis and Sons","699.994.1129x9257","harrismark@example.net","Lee, Tran and Norris","118.0"
"162","Richard Chapman","+1-654-994-0029","shannon51@example.net","Mcgee, Lopez and Salazar","187.0"
"163","Brian Frazier","257.405.9343","josephmiller@example.net","None","239.0"
"164","Thomas LLC","9686071988","jamesgilmore@example.com","None","111.0"
"165","April Huffman","+1-561-787-6110x7496","vlopez@example.org","None","232.0"
"166","Romero and Sons","780-223-6757","lestersherry@example.org","None","329.0"
"167","Kathryn Moore","7739403296","calebgarrett@example.com","None","321.0"
"168","Vazquez-Cooper","+1-880-558-3692","stephen79@example.com","None","130.0"
"169","Hendrix-White","001-200-319-0011","idominguez@example.net","Lee Group","153.0"
"170","Sherry Turner","001-921-318-2725x274","olozano@example.com","Stevens PLC","65.0"
"171","Andrew Webb","(283)240-1729","marquezdana@example.com","None","297.0"
"172","Armstrong PLC","295.378.8107","estestammy@example.org","None","215.0"
"173","Solomon-Gray","001-351-806-0993x3675","griffinjo@example.org","None","369.0"
"174","Daniel Graham","(977)573-9223x792","troy81@example.net","None","186.0"
"175","Jose Roman","4169358417","scottkelly@example.org","None","361.0"
"176","Frank Campos","+1-557-971-2635x8203","drakejeanette@example.org","None","279.0"
"177","Edwards and Sons","+1-374-606-5164x32363","sherryjoseph@example.net","Petty Ltd","40.0"
"178","Cooley PLC","+1-530-618-0105","jim96@example.com","None","178.0"
"179","Chavez, Rodriguez and Hopkins","001-579-357-7111x4882","whunt@example.com","None","89.0"
"180","April Copeland","(632)209-1216","danielbush@example.net","None",""
"181","Warren-Bennett","001-879-732-6606","utodd@example.org","None","234.0"
"182","Hernandez, Barr and Watts","+1-850-521-7713x8368","shawn37@example.org","None","386.0"
"183","Nicholas Carson","+1-402-889-7413x40380","beth98@example.org","None","251.0"
"184","Kelly Jones","377-441-5135","david64@example.com","None","351.0"
"185","Kevin Hill","369-808-6092","joejohnson@example.org","None","118.0"
"186","Theresa Johnson","(905)575-1122","shelby73@example.com","None","105.0"
"187","Heather Glover","785-324-3584","petersonjennifer@example.net","Johnston, Vance and Lopez","153.0"
"188","Chris Miller","001-668-634-0179x4553","garrett70@example.com","Miller Group","227.0"
"189","Jacob Lopez","438-765-0954x23293","andrew33@example.com","None","29.0"
"190","Church, Jones and Roberts","+1-868-420-5487x321","timothywilson@example.net","None","117.0"
"191","Rachael Lopez","+1-296-281-5760x72022","wrodriguez@example.net","Smith-Nunez","218.0"
"192","Gomez-Johnson","001-980-571-3289x612","tracysandoval@example.org","Aguilar and Sons","334.0"
"193","Cody Ray","(653)855-8678","robert71@example.org","Robinson-Jordan","70.0"
"194","Jennifer Riley","(336)668-7185x4592","jasongill@example.org","Booker-Morton","102.0"
"195","Garrett, Hill and Carroll","001-890-338-6799x13281","danny42@example.org","Griffin, Drake and Smith","119.0"
"196","Sarah Bowers","(628)630-5020x36033","wsmith@example.net","Sanchez, Robinson and Johnson","204.0"
"197","Deborah Zhang","606.314.3403x54575","tiffany32@example.com","Ray Group","267.0"
"198","Samantha Reid","(583)707-6834x8893","drowland@example.net","None","160.0"
"199","Tiffany Smith","(395)995-8204x451","larsonkenneth@example.org","Morgan, Salinas and Wood","45.0"
"200","Lang-Thomas","+1-655-916-5247","karen72@example.net","Hall-Simmons","248.0"
"201","Rodriguez and Sons","+1-783-221-9351","amber78@example.net","Hogan, Russell and Kirby","77.0"
"202","Ashley Rogers","924.971.6266","qmeyer@example.com","Montoya LLC","199.0"
"203","Richard Lawrence","(421)960-7149x59561","tammygould@example.com","Williams-Brown","231.0"
"204","Anthony Carter","001-953-922-2328","erinvalencia@example.org","Long PLC","87.0"
"205","Woods Group","995.646.1470","jacquelinecooper@example.org","Flores, Morales and Sutton","131.0"
"206","Terry Escobar","425.719.6723x597","breannahensley@example.org","None","199.0"
"207","Frazier Ltd","329.963.8918","fisherstephen@example.com","Mora, Jones and Brown","52.0"
"208","Scott Williams","598-425-2196","vanessawilson@example.net","Hanna-Schmidt","399.0"
"209","Jerry Wall","(712)755-7679","delgadokristen@example.net","Lyons-Curry","156.0"
"210","Perez Inc","(514)885-4208","nathaniel44@example.com","Hood Ltd","213.0"
"211","Cameron Cruz","(552)483-0629x054","joshua37@example.org","Wilson-Deleon","318.0"
"212","Smith Ltd","001-329-601-4692x9541","boonestacy@example.com","None","351.0"
"213","Forbes Inc","958-249-1174x0743","pburke@example.org","None","164.0"
"214","Joseph Le","001-424-725-9617","wperez@example.net","Kelly, Little and Ferguson",""
"215","Holland, Wood and Warren","(306)388-3477","amanda19@example.net","None","60.0"
"216","Christopher Strickland","(800)650-8226x10706","cynthia47@example.net","None","326.0"
"217","Alexandra Robinson DVM","(891)587-3925","tyler55@example.net","None","269.0"
"218","Bonnie Bond","(884)984-2525x72200","fgutierrez@example.net","Jackson Inc","275.0"
"219","Lauren Terry","874.214.4197","jasonmoody@example.com","Jackson, Jimenez and Green",""
"220","Werner-Reeves","001-240-946-0238x478","yallen@example.org","Sanchez-Anthony","212.0"
"221","Ricky Kane","+1-983-372-1345x16424","joshua34@example.com","Morrison LLC","291.0"
"222","Shaw-Bailey","(288)959-5199","kimberlymartinez@example.net","Smith, Villarreal and Johnson","8.0"
"223","Joshua Young","6889794724","fpoole@example.org","Price-Robertson","271.0"
"224","Larry Mcmahon","(401)904-6859","francomakayla@example.com","Page and Sons","27.0"
"225","Garza, Mata and Ferrell","001-368-932-4613x116","michael25@example.org","None","63.0"
"226","Nguyen, Foster and Jackson","001-411-438-0847x46034","chambersbryan@example.com","None","25.0"
"227","Vega, Oliver and Kerr","441.377.0848x779","elizabeth18@example.org","Phillips, Moore and Mooney","293.0"
"228","Tracy Mitchell","515-968-9571x0564","marcuslong@example.org","None","187.0"
"229","Mrs. Hannah Stanton DDS","921.619.4780","rpaul@example.net","Gonzalez-Weaver","16.0"
"230","Christina Shaffer","806.315.4996x4648","lori47@example.com","Adams-Kelly","250.0"
"231","Murphy Group","311.693.8879x677","shawn79@example.org","Weber Inc",""
"232","Barrera-Brown","9576250786","glane@example.org","None",""
"233","Robert Castillo","(678)256-8387","gonzalezrobert@example.org","None","92.0"
"234","Teresa Howard","612.971.8056","stephenhall@example.com","None","263.0"
"235","Brian Powell","970-898-6825","mariadiaz@example.net","None","156.0"
"236","Kenneth Guzman","860-780-0475","bcunningham@example.com","Miller, Martin and Costa","63.0"
"237","Courtney Wall","+1-224-252-2347x590","baileyjames@example.com","None","329.0"
"238","Robert Johnson","277-340-4485","regina15@example.net","None","141.0"
"239","Randy Horton","(652)535-9623x04775","nicholasadams@example.org","None","311.0"
"240","Luna-Hale","001-573-237-7265x63315","dwalsh@example.com","Young Inc","15.0"
"241","Simpson-Brooks","275.437.4694x2350","corey22@example.org","Henry Group","100.0"
"242","Crystal Mathews","854.351.3685","pjohnson@example.com","None","16.0"
"243","Garcia and Sons","(910)873-2666","hunter99@example.net","None",""
"244","Edwards-Bowen","(417)278-9174","gedwards@example.com","None","120.0"
"245","Long Inc","834.935.2249","cartersara@example.com","Anderson, Jones and Spencer","215.0"
"246","Meadows-Schultz","865.656.2870x0732","julie78@example.com","None","253.0"
"247","Dalton Newton","621-671-2280x791","rodriguezlee@example.net","Browning, Mcdonald and Parrish","343.0"
"248","Steven Baldwin","785.380.7731x343","vyoung@example.net","None","177.0"
"249","Delgado-Brooks","+1-720-251-9877x302","nancynunez@example.org","Trujillo, Merritt and Lowe","63.0"
"250","Joshua Grant","5879908464","tcobb@example.org","Rodriguez Inc","129.0"
"251","Brandon Hancock","+1-876-571-0606","bob75@example.net","Barnett-Stevens","193.0"
"252","Kenneth Howell","841.605.4885x424","hawkinsdebra@example.com","Valdez Ltd","21.0"
"253","John Kennedy","+1-935-230-8366x03909","randypadilla@example.org","Reynolds LLC","289.0"
"254","Edwards Inc","3952537391","frankball@example.net","Smith-Taylor","92.0"
"255","Reed LLC","746.407.5727x3588","davisanthony@example.com","Jackson, Bauer and Patton","93.0"
"256","Megan Johnson","686.258.2607","ifinley@example.org","Thomas Inc","262.0"
"257","Logan-Park","001-320-514-1924x11895","vowens@example.net","None","277.0"
"258","Jennifer Walker","(931)751-1878","tamara94@example.org","None","310.0"
"259","Joel Terry","+1-418-403-4295x5916","burkejose@example.org","Smith LLC","172.0"
"260","Wilson, Ingram and Little","+1-491-355-1432x24250","carolyn31@example.net","None","75.0"
"261","Jesus Rodriguez","7625966411","teresamcdonald@example.net","Guzman, Morgan and Williamson","386.0"
"262","Lauren Brown","344-342-5623x79202","ydiaz@example.org","None","323.0"
"263","Hendrix Ltd","411.580.6589","kennethallen@example.com","None","266.0"
"264","Heather Hines","849-529-1411x975","gibsonreginald@example.com","None","73.0"
"265","Collins Group","(207)699-1915","brian35@example.com","Lynch Ltd","93.0"
"266","Singleton-Matthews","+1-517-803-9604x8813","emiller@example.net","None",""
"267","Steve Schmidt","398-864-4695","vlane@example.net","None","393.0"
"268","Melissa Johnson","842.256.2114","mccoyjohn@example.com","None","386.0"
"269","Jessica Davis","864-531-3672x14145","iroach@example.org","None","233.0"
"270","Crystal Duarte","(689)266-8147x34362","morrisonleslie@example.com","Webb-Mason","31.0"
"271","Raymond Hall","+1-257-665-1364","michaelrivers@example.net","Davis Inc","279.0"
"272","Sanders-Hill","(997)493-4317","vdavila@example.com","None","104.0"
"273","Nichols-Morris","778-699-6757","leachshari@example.com","Mason PLC","191.0"
"274","Sean Lynch","316-519-2261","sharon83@example.com","Gibbs-Hull",""
"275","Joseph Lopez","(917)282-9960x8001","kingjennifer@example.org","None","284.0"
"276","Laura Conley","001-440-501-9668x4816","garcialarry@example.net","None","78.0"
"277","Robles Inc","+1-747-383-6561x98665","vanessacalderon@example.net","Hill-King","121.0"
"278","Rodriguez-Brooks","(817)365-1181","dhatfield@example.com","Kramer, Graham and Mcgee","77.0"
"279","Arnold-Brock","551-579-5002","nmartinez@example.com","None","89.0"
"280","Sarah Neal","789-841-9857","jenningsrichard@example.net","Blanchard Inc","106.0"
"281","Kurt Poole","858-888-0443","larsenlacey@example.com","None","325.0"
"282","Jason Ramirez","(603)492-2350","qpage@example.com","Patton-Turner","308.0"
"283","Hart, Gray and Bautista","001-424-336-2978","nscott@example.com","Summers PLC","231.0"
"284","Scott Zhang","001-246-853-6773x42315","rodriguezaustin@example.org","Huffman PLC",""
"285","Traci Owens","(765)910-3677","thomas44@example.org","Wilson-Velasquez","383.0"
"286","Tara Fernandez","+1-240-625-7002x891","josephhamilton@example.com","Joseph-Tyler","381.0"
"287","April Lloyd","+1-559-658-0513","nclark@example.com","Hendricks PLC","298.0"
"288","Fernandez, Tyler and Wilson","001-929-405-4485","robert09@example.org","Lee-Solis","35.0"
"289","Mills, Jackson and Barnett","001-370-236-5048x836","sherrywest@example.com","None","84.0"
"290","Rebekah Boyd","001-417-601-1795x07543","jeremiahchurch@example.net","Gregory-Baker","85.0"
"291","Pacheco Group","507.571.4635x426","elizabeth57@example.com","Allen PLC","36.0"
"292","Jennifer Braun","213-834-9610x46475","sethsanchez@example.net","Moore Inc","116.0"
"293","Keith Hunter","585.798.3346","gutierrezchristine@example.net","Woods-Graham","322.0"
"294","Dylan Owens","307.332.3504x764","larrythompson@example.net","None","11.0"
"295","Jennifer Horton","+1-944-217-9958x08233","seaton@example.com","None","358.0"
"296","Marc Cooper","339-522-1631","samanthaacosta@example.com","Romero LLC","135.0"
"297","Natalie Klein","+1-228-349-4840","gcrawford@example.net","Adams, Morris and Burton","237.0"
"298","Wright, Garcia and Hebert","+1-253-816-5688","juan86@example.net","Stanton-Boyer","221.0"
"299","Garcia Ltd","3666752565","dixonmichael@example.com","Sanchez-Singleton","367.0"
"300","Foley Ltd","452-859-4688x5656","joshuahodges@example.net","Cross Group","340.0"
"301","Laura Neal","(483)433-4779x3183","zachary05@example.net","House-Ross","47.0"
"302","Robinson, Kelly and Dougherty","+1-307-307-4583x2447","ustewart@example.net","Parker Group","360.0"
"303","Sergio Smith","(465)498-1452","hayden77@example.com","Combs, Mcdonald and Rivera","298.0"
"304","Greg Garcia","488-360-6105x90734","daniel16@example.com","None",""
"305","Charles Wheeler","+1-982-751-4902x57345","andersonandrew@example.org","Willis, Thomas and Lopez","193.0"
"306","Matthew Collins","(950)654-0308","timothy09@example.net","Ortiz and Sons","130.0"
"307","Jonathan Watson","001-574-951-4237","baileyrachel@example.org","None","360.0"
"308","David Wright","977-703-5943x1034","ujames@example.org","None","338.0"
"309","Woods Ltd","(666)229-9702x1513","christopher24@example.org","Edwards, Poole and Matthews","148.0"
"310","Bridget James","(333)781-5854x874","griffithcourtney@example.org","None","283.0"
"311","Wang, Jackson and Schwartz","645.477.4643","sharonbridges@example.com","None","55.0"
"312","Gilbert-Smith","+1-534-494-4924","nicholaswright@example.com","None","193.0"
"313","April Austin","(212)308-5696","alanharrison@example.org","Smith, Mendoza and Hobbs","291.0"
"314","Christopher Diaz","001-777-716-3487x948","cbrown@example.net","Johnson-Simon","206.0"
"315","Andrea Bennett","(847)477-7071","sjordan@example.net","None","295.0"
"316","Elizabeth Hunter","001-972-845-3973x62632","evelynmontgomery@example.net","Young-Mason",""
"317","Parker-Miles","265.491.0892x3873","laurapalmer@example.org","None","87.0"
"318","Johnny Wallace","(664)429-0175x35412","wolfesarah@example.org","None","149.0"
"319","Anna Frazier","(704)507-6322","victoriafitzpatrick@example.com","Miller Group","164.0"
"320","Mills, Reynolds and Villa","+1-262-739-4299x91347","rachel72@example.net","None","225.0"
"321","Patrick Sanford","960-827-6502","amorris@example.org","Hanson and Sons","214.0"
"322","Cooper PLC","976-455-9042x492","martinmargaret@example.com","None","84.0"
"323","Garcia, Walker and Brown","(611)296-4553","lee46@example.net","None","157.0"
"324","Noah Hatfield","8525928401","fbell@example.com","Dunn, Thompson and Fowler","33.0"
"325","Terry Henson","6969178111","osbornvalerie@example.com","None","75.0"
"326","Christine Chambers MD","+1-226-574-5804x3805","danielcindy@example.com","Roach-Smith","24.0"
"327","Mcintyre, Allen and Medina","489-279-2395","lance82@example.net","Lane Group","228.0"
"328","Becky Dickerson","284.933.2594x2760","deanmeyer@example.org","Jordan Ltd","88.0"
"329","White PLC","+1-832-982-6376x7868","kvega@example.net","None","262.0"
"330","Guzman, Jacobs and Hill","862.830.2081x0599","elaineboyd@example.org","Pena, Johnson and Hernandez","321.0"
"331","Kenneth Turner","001-874-331-8620x07130","idavis@example.net","None","368.0"
