"customer_id","first_name","last_name","gender","age","phone","email","avg_income","customer_type","segment_id","employee_id"
"37","Craig","Perez","Other","63","(652)786-1323","vshelton@example.org","19188.79","Prospect","1",""
"38","Jay","Lopez","Other","41","(544)697-6024x9866","julieblair@example.net","165262.71","Buyer","56","142.0"
"39","Stephanie","Wright","Other","28","001-377-734-9852x97356","wendyholden@example.com","142717.23","Prospect","5","43.0"
"40","Nathan","Cook","Female","25","847-862-5380","daniel75@example.org","20863.01","Buyer","7","86.0"
"41","John","Sweeney","Female","39","001-852-447-4665x353","julie24@example.org","21543.35","Renter","25","322.0"
"42","Natalie","Mann","Male","61","(579)724-1571x2763","jason46@example.net","197394.72","Renter","5","197.0"
"43","Mark","Curry","Other","20","990.561.6824","perrymichael@example.org","77982.81","Renter","29","105.0"
"44","Emily","Porter","Other","33","968-537-1030","danderson@example.com","77275.22","Renter","59","136.0"
"45","Hayley","Hampton","Other","63","001-501-348-9678x08264","tiffanywerner@example.com","163495.92","Prospect","56","37.0"
"46","Kristen","Vargas","Male","26","576-525-4292x6456","stevenskaitlin@example.net","189713.47","Renter","49",""
"47","Michelle","Chapman","Other","66","903-369-4811x2664","rhayes@example.org","197270.21","Prospect","23","145.0"
"48","Robert","Small","Female","70","335.439.1016","kristen90@example.org","151908.75","Renter","16","67.0"
"49","Richard","Higgins","Other","25","001-694-690-1333","thomaswade@example.com","78370.62","Renter","36","233.0"
"50","Diane","Harris","Other","66","+1-548-214-0984x10167","mcknightregina@example.org","21282.64","Investor","50","279.0"
"51","Dale","Smith","Male","74","899-310-0420x2886","cmoon@example.net","156543.65","Investor","14","191.0"
"52","Tammie","Walter","Other","52","+1-603-442-1348x548","clarkjames@example.com","113888.83","Renter","48","126.0"
"53","Bryan","Woods","Female","61","+1-917-391-3860x15711","nataliepatton@example.org","87723.29","Buyer","51","385.0"
"54","Brandi","Parker","Male","51","6243702881","andersonamanda@example.net","181739.11","Prospect","8","49.0"
"55","Kerry","Taylor","Female","60","319.536.7857x6463","johnsondana@example.com","26683.51","Buyer","34","381.0"
"56","Christina","Rodriguez","Male","43","(319)742-3215x4013","martinjenkins@example.net","101061.9","Investor","9","124.0"
"57","Ryan","Stanley","Other","46","(216)484-5525x2741","justin17@example.net","7213.96","Investor","35","275.0"
"58","Amy","Bush","Male","68","288-256-6948x993","daniel56@example.com","96388.83","Prospect","50",""
"59","Michael","Alvarado","Male","57","(835)458-4227x1726","richard04@example.com","15979.14","Buyer","1","60.0"
"60","Morgan","Alvarez","Male","22","+1-901-344-1306x86240","smithdanielle@example.com","28169.49","Buyer","51","129.0"
"61","Robert","Greene","Other","38","+1-341-772-8207x62381","donaldthomas@example.org","27917.62","Prospect","28","285.0"
"62","Henry","Hawkins","Female","25","608-247-5283x5999","nelsonbenjamin@example.net","131596.01","Renter","18",""
"63","Joseph","Jacobs","Female","25","535-711-3505","kpennington@example.net","150478.75","Renter","52","5.0"
"64","Alyssa","Anderson","Other","40","9645157809","andersonamber@example.org","118756.91","Prospect","38","250.0"
"65","Andrew","Evans","Other","63","+1-645-934-1952x814","smarsh@example.net","192623.65","Buyer","20","283.0"
"66","Nicole","Anderson","Female","66","5217889306","jzavala@example.net","78099.76","Renter","4","51.0"
"67","Jennifer","Johnson","Male","47","978.691.2139","lynnpowell@example.net","60713.86","Buyer","30","239.0"
"68","Alexander","Olsen","Other","23","+1-655-475-9940","flowerscarrie@example.com","174376.83","Investor","43","305.0"
"69","Ashley","Williams","Other","67","852-989-8606x1065","jesusavila@example.com","48601.19","Renter","8",""
"70","Scott","Williams","Other","28","(252)476-1368x1498","jeffrey08@example.com","192828.4","Buyer","11","180.0"
"71","James","Sharp","Female","53","+1-292-696-4447x725","johntaylor@example.com","7370.12","Investor","11","116.0"
"72","Grant","Turner","Male","67","7045172415","uburke@example.net","194126.37","Investor","47","379.0"
"73","Matthew","Ellis","Male","69","001-606-427-9602","shannon33@example.org","13416.18","Buyer","22","339.0"
"74","Diane","Oliver","Female","37","694-252-3158x28630","cassielong@example.net","178772.91","Buyer","17","290.0"
"75","Christina","Davis","Other","60","(617)342-9220","xmarshall@example.org","107901.72","Buyer","32","159.0"
"76","Rebecca","Howard","Other","43","892.566.9370","loriwalton@example.org","198628.14","Buyer","32","365.0"
"77","David","Hall","Other","30","(280)848-5022","powersbrandon@example.net","19390.33","Investor","11","56.0"
"78","John","Sanchez","Male","56","(493)779-7190x000","jgarcia@example.org","113001.59","Buyer","15","305.0"
"79","Meagan","Bennett","Other","20","001-447-518-5594x079","mitchellkimberly@example.net","194013.99","Buyer","55","367.0"
"80","Linda","Robinson","Male","35","001-631-567-7814x5647","vsmith@example.org","107004.08","Buyer","31","112.0"
"81","Christina","Landry","Female","29","(739)411-7766x650","wwong@example.com","127732.73","Renter","60","365.0"
"82","Carl","Johnson","Male","55","001-328-215-7806","davidjones@example.org","140670.99","Prospect","15","90.0"
"83","Peter","Garrett","Male","46","+1-770-467-6353x22371","meltonnicholas@example.net","93635.51","Investor","18","348.0"
"84","Zachary","Mitchell","Male","56","256.537.1142x94300","xgreer@example.org","127373.83","Investor","8","183.0"
"85","Ashley","Medina","Other","23","001-823-513-2465x986","tarafischer@example.net","118941.29","Renter","15","337.0"
"86","Jennifer","Garcia","Other","22","+1-383-676-5915x38201","olsenlinda@example.org","180725.81","Prospect","5","375.0"
"87","Isabella","Long","Female","75","(667)735-1272","jeffrey37@example.com","13862.04","Investor","50","358.0"
"88","Emily","Edwards","Female","40","001-669-676-4878x49622","maria04@example.com","59787.82","Buyer","36","159.0"
"89","Colleen","Edwards","Male","43","(992)896-5685x12062","owhite@example.net","190330.24","Renter","19","214.0"
"90","Luis","Johnson","Female","67","793.244.2129x146","dylangonzalez@example.com","178601.44","Renter","30","114.0"
"91","Steven","Riggs","Other","51","001-204-957-9725x184","harrisdebra@example.net","93853.07","Renter","47","387.0"
"92","Dennis","Carter","Other","68","+1-723-337-2094","xfreeman@example.net","125925.86","Renter","10",""
"93","Sean","Foster","Female","21","(632)686-3011x22008","paulking@example.net","59089.33","Renter","35","103.0"
"94","James","Haney","Other","73","867.996.0828","terrypatrick@example.com","41683.63","Buyer","22",""
"95","Danielle","King","Other","44","469-620-8564x9013","kathryn19@example.org","95421.19","Investor","7","31.0"
"96","Neil","Summers","Other","35","2112546175","stephaniegross@example.net","73903.68","Prospect","32",""
"97","Danielle","Chandler","Male","65","3447104043","gcruz@example.com","118812.94","Investor","6",""
"98","Charles","Lewis","Male","74","538-214-8374x75580","garciarichard@example.com","20158.25","Prospect","45","384.0"
"99","Patrick","West","Female","49","578.940.1902x7169","grahamdaniel@example.net","195006.99","Buyer","38",""
"100","Sarah","Coleman","Other","28","461.819.9767x59833","alvarezbobby@example.com","197311.1","Prospect","5","229.0"
"101","Michelle","Cook","Other","23","+1-735-834-5819","scott28@example.com","141141.53","Prospect","43",""
"102","John","Crane","Male","38","499.382.4266","swhitehead@example.com","109538.79","Investor","55","87.0"
"103","Matthew","Williams","Female","64","+1-758-546-6879x30302","rachelmurray@example.com","65357.89","Investor","21","157.0"
"104","Karen","Jordan","Female","34","+1-434-751-5025","ronald30@example.net","163690.03","Buyer","13",""
"105","Tanner","Lee","Other","26","4899720738","vharrison@example.org","138522.58","Renter","7","10.0"
"106","David","Wolf","Female","49","325-427-8630x9007","williamsdonald@example.com","36710.3","Investor","27",""
"107","Donald","Phillips","Other","42","973-305-7771x9619","ndiaz@example.com","182630.8","Renter","29","83.0"
"108","Michael","Ross","Female","36","001-276-740-9968x33440","evanholloway@example.com","165394.76","Buyer","6","6.0"
"109","Sierra","Downs","Other","39","(253)979-3221x9143","coxjustin@example.net","190210.98","Buyer","14","353.0"
"110","John","Williams","Female","29","257-391-1501","jfletcher@example.com","146515.3","Buyer","46","53.0"
"111","Alan","Gordon","Female","45","(965)589-3475","lucasromero@example.net","124615.96","Buyer","44","79.0"
"112","Jamie","Vasquez","Female","72","392-614-9679","tsanchez@example.net","86557.39","Renter","2","133.0"
"113","Sandra","Mercer","Female","55","(443)620-3172x6652","qryan@example.net","186882.05","Renter","7","162.0"
"114","Rachel","Hinton","Male","71","824.200.0208x6014","christopher08@example.com","173882.46","Renter","8",""
"115","Joshua","Holloway","Male","73","216.330.3356x3693","brownbenjamin@example.org","13817.64","Renter","9","27.0"
"116","Alicia","Larson","Female","43","218.478.1048","matthewcrane@example.org","10141.56","Buyer","38","226.0"
"117","Matthew","Gilmore","Female","72","+1-329-509-3043x766","ilong@example.net","78410.36","Buyer","2",""
"118","Angel","Mccormick","Male","61","922-668-1594","wbradford@example.net","163057.9","Prospect","52",""
"119","Jeffrey","Holder","Male","74","905-583-3096","smontgomery@example.org","197518.85","Investor","8",""
"120","Cody","Richards","Female","23","242-369-3765","bburnett@example.com","34331.29","Renter","60","219.0"
"121","Hannah","Garcia","Female","72","276.328.8363x6885","ykoch@example.net","120855.49","Prospect","32",""
"122","Evan","Glass","Female","63","(292)526-6678","fschneider@example.com","79273.72","Prospect","12","107.0"
"123","Veronica","Nguyen","Male","31","(589)789-0749","taylormatthew@example.com","194133.31","Investor","18","154.0"
"124","Timothy","Hernandez","Male","22","397-664-0838x58050","mejiadaniel@example.com","169213.19","Renter","42","77.0"
"125","Mark","Arnold","Female","46","991.329.5651","skinnerkyle@example.com","168474.1","Prospect","4",""
"126","Benjamin","Marks","Female","44","(900)792-4492x878","oriddle@example.org","96395.17","Renter","27","28.0"
"127","Dawn","Schroeder","Other","71","001-830-211-2501","khill@example.org","85889.8","Renter","41","336.0"
"128","Richard","Day","Other","70","(822)423-3693x180","smithstephanie@example.net","58314.38","Buyer","25","326.0"
"129","James","Shepard","Other","42","226-762-4975x374","shenson@example.org","15993.22","Prospect","35","326.0"
"130","Lindsay","Farmer","Female","42","669-656-7406x8735","jeffery51@example.com","173620.86","Investor","25","64.0"
"131","Oscar","Patterson","Male","21","+1-686-558-3483","diana62@example.com","163515.7","Investor","39","38.0"
"132","Marilyn","Lewis","Male","71","(648)553-2077x5870","kendrasantos@example.net","199944.95","Investor","4","340.0"
"133","Ann","Sandoval","Female","53","+1-244-736-9580x5045","carlsonamanda@example.com","199344.18","Investor","50","225.0"
"134","Steven","Oconnor","Male","30","2079342939","vperez@example.com","113309.18","Buyer","16","262.0"
"135","Rebecca","Richard","Male","37","001-854-450-3801","angie51@example.com","154952.55","Buyer","49","38.0"
"136","Benjamin","Anderson","Other","74","001-304-450-2814x353","xcarlson@example.net","189229.32","Prospect","23","355.0"
"137","Gloria","Cohen","Male","31","579.753.1112","hillmisty@example.com","170681.24","Renter","38","88.0"
"138","Michael","Dyer","Other","64","528-566-2510x857","michael51@example.com","53232.88","Investor","59","228.0"
"139","Crystal","Reynolds","Male","65","6917935117","larry37@example.net","92856.11","Investor","37","214.0"
"140","Anthony","Hubbard","Male","56","(972)681-6733","idavis@example.org","30186.09","Renter","54","340.0"
"141","Elizabeth","Rivas","Female","54","(362)964-1260x848","lmoore@example.net","191039.95","Investor","12","177.0"
"142","Sarah","Coleman","Male","25","719.363.0399","dgarner@example.com","123204.05","Buyer","15","234.0"
"143","Matthew","Joseph","Male","21","001-599-282-2673x1234","wayne14@example.net","49585.35","Prospect","1","95.0"
"144","Edwin","Thomas","Other","32","+1-636-445-0282x313","xcox@example.com","135981.63","Renter","22","293.0"
"145","Nicholas","Lopez","Male","71","+1-511-654-9044x318","ryangilbert@example.org","125535.01","Investor","4",""
"146","Rose","Miller","Male","57","8294771150","frysharon@example.net","74841.73","Renter","50",""
"147","David","Berger","Other","75","517-432-8162x91087","coreypierce@example.com","27143.73","Investor","5","117.0"
"148","Ashley","Jones","Other","62","273-976-7105x29877","michael99@example.net","135956.77","Prospect","38",""
"149","Christopher","Boyer","Female","39","8445500202","cpeters@example.org","106460.0","Investor","9","6.0"
"150","Julie","Collins","Other","47","(602)295-8676x030","joshuacohen@example.com","155602.09","Prospect","42","88.0"
"151","Erin","Evans","Male","65","382-536-8810","seanjones@example.com","106431.88","Investor","15","266.0"
"152","Craig","Sanchez","Other","72","(701)584-2201x3882","anthonypierce@example.org","171175.39","Renter","25","83.0"
"153","Gina","Jones","Other","64","001-868-216-3603x89173","lcurry@example.net","112621.83","Investor","9","16.0"
"154","Kevin","Tucker","Other","20","920.300.5214x1070","jallen@example.com","114382.9","Prospect","55","320.0"
"155","Monica","Johnson","Other","22","+1-389-651-2370x8511","michael56@example.net","175947.45","Renter","39","88.0"
"156","Thomas","Jensen","Other","34","(956)319-2767x137","bbrady@example.org","83679.16","Buyer","60","180.0"
"157","Brenda","Morales","Male","41","(966)578-3055","igarcia@example.net","31132.97","Buyer","16","103.0"
"158","Timothy","Mitchell","Female","30","8228346144","troyharris@example.org","10612.62","Buyer","53","288.0"
"159","Aaron","Bean","Other","60","417-661-4215","danielsanders@example.net","152251.76","Investor","29",""
"160","Jillian","Clark","Female","33","(247)504-6568x96987","xarnold@example.org","125960.36","Renter","45",""
"161","Aaron","Ramirez","Female","36","479.436.3159","stanleygary@example.org","142295.55","Buyer","47",""
"162","Patrick","George","Male","44","410-440-6291x187","juanmartinez@example.org","46528.01","Prospect","47","140.0"
"163","Andrew","Herrera","Male","46","996.607.5789x849","dweber@example.com","31592.44","Prospect","57","119.0"
"164","Evan","Oneill","Female","54","771-314-8656","cooleypatricia@example.org","7836.21","Prospect","7","350.0"
"165","Ryan","Vasquez","Female","70","+1-956-431-6312x9755","mgarcia@example.com","73364.57","Renter","11","157.0"
"166","Chelsea","Robinson","Male","71","+1-281-819-3899","heidiwilson@example.org","120033.95","Buyer","19",""
"167","Dawn","Smith","Female","36","567-853-2163","langjohn@example.com","81487.59","Buyer","5","101.0"
"168","Christina","Rose","Male","44","690-704-9037x295","wesley56@example.org","90307.61","Renter","47",""
"169","Erin","Stark","Other","25","+1-712-774-3922","kimjoseph@example.net","181310.95","Investor","39","240.0"
"170","Jackie","Lopez","Female","65","+1-814-276-2123","hortonrandall@example.net","72909.82","Buyer","28","260.0"
"171","Carmen","Howard","Male","58","538-245-3156","alaningram@example.com","105227.95","Prospect","11",""
"172","Carla","Boyd","Male","41","001-259-409-6459x8724","murraycynthia@example.org","157812.34","Renter","13","135.0"
"173","Mark","Bautista","Other","55","966-581-1339","echavez@example.net","82325.84","Investor","43","70.0"
"174","Derek","Mendoza","Female","35","340.524.2224","jenkinsrita@example.org","126306.91","Buyer","4","127.0"
"175","Jessica","Hamilton","Other","55","201-481-4442x4842","john50@example.net","173160.92","Prospect","10",""
"176","Carolyn","Gonzales","Female","20","(611)386-1564x099","troy39@example.net","190156.52","Prospect","6","76.0"
"177","Christine","Brown","Other","60","270.454.2451","qdalton@example.org","33679.33","Prospect","13",""
"178","Anthony","Gonzalez","Male","33","(859)842-9920x2376","xgreene@example.org","185684.59","Renter","41","75.0"
"179","Ashley","Hall","Male","50","+1-261-594-1183","david24@example.org","100962.68","Buyer","20","327.0"
"180","Nicholas","Nunez","Female","50","934.763.3488x93343","crosbyjoan@example.com","55357.66","Prospect","58","264.0"
"181","Ryan","Salazar","Female","25","001-408-765-4243x8269","andrew43@example.com","94531.47","Prospect","12","115.0"
"182","Lori","Smith","Female","43","(828)889-5947x039","mark59@example.org","196106.35","Renter","29",""
"183","Mary","Ruiz","Female","48","404-971-8830x09954","sarahodom@example.net","101060.53","Prospect","17","41.0"
"184","Jessica","Newman","Female","56","+1-368-966-7989x94706","brennanmichelle@example.com","69106.56","Buyer","10","311.0"
"185","Breanna","Miller","Other","62","897-911-0384x715","robert50@example.net","128513.17","Buyer","6","268.0"
"186","Matthew","Daniels","Female","71","860.716.7449x23435","andradevictoria@example.com","51828.4","Prospect","49","227.0"
"187","Mario","Blankenship","Male","55","+1-856-369-3754x0242","idecker@example.net","19793.35","Buyer","54","124.0"
"188","Gary","Rivera","Other","46","414.802.5038x576","willie16@example.org","30131.55","Prospect","37","377.0"
"189","Zachary","Roberts","Male","50","568.206.3585","johnsonchristopher@example.org","29968.94","Investor","6","128.0"
"190","Scott","Lane","Other","22","+1-751-893-0485x277","nwilliams@example.com","34621.03","Renter","8","313.0"
"191","Mark","Thomas","Female","31","863.844.4394","jessemedina@example.net","32071.3","Renter","14","339.0"
"192","Sydney","Gonzalez","Male","28","(776)917-0731x744","lmercado@example.net","129970.58","Buyer","28",""
"193","Robert","Taylor","Other","47","967.985.0898","kristen59@example.com","40466.62","Renter","53","247.0"
"194","Gabrielle","Santos","Male","73","885-929-5377x4037","sgrant@example.org","72405.12","Investor","21","392.0"
"195","Joseph","Hernandez","Other","71","767.951.4975x3411","deniseclark@example.net","179873.74","Buyer","6","124.0"
"196","Brianna","Mccormick","Other","45","+1-609-740-6565x8234","aliciabenjamin@example.com","97422.52","Investor","55","67.0"
"197","Diana","Henderson","Other","49","252.632.6600","kjohnson@example.net","135173.76","Buyer","51","284.0"
"198","Christian","Brown","Other","57","849.756.1199","millercristian@example.com","38602.37","Prospect","8","138.0"
"199","Wayne","Curry","Male","29","846.961.4477x618","ramirezsteven@example.net","42496.36","Buyer","60",""
"200","Robert","Lambert","Other","69","(282)390-5256x5995","jennifer33@example.org","12969.38","Buyer","51","72.0"
"201","Jessica","Andrews","Other","42","(876)440-5473","carlosbrown@example.org","37942.34","Prospect","17","122.0"
"202","Javier","Davis","Other","51","(960)747-4733x8914","joseevans@example.com","59325.12","Prospect","3","14.0"
"203","Maria","Smith","Female","45","894-841-0238x73518","sara77@example.com","39517.04","Renter","40","237.0"
"204","Cody","Davis","Other","64","751.583.0258","rachel65@example.net","22296.99","Prospect","3","128.0"
"205","Lisa","Bailey","Female","64","+1-288-652-1789x559","rangelteresa@example.net","28523.99","Renter","4","307.0"
"206","Tiffany","Rivera","Female","37","316.275.9238x31934","haneysusan@example.org","94851.86","Investor","2","98.0"
"207","Lori","Cline","Female","39","742.992.4219","tiffanyboone@example.net","45235.08","Investor","54","177.0"
"208","Jill","Garcia","Other","63","685-827-3411","gonzalezchristopher@example.net","76032.62","Buyer","56","42.0"
"209","Michael","Gonzalez","Male","39","2159303044","qpatel@example.net","103166.37","Prospect","50","348.0"
"210","Cory","Williams","Female","37","001-765-698-4557x6634","loganjudy@example.org","139626.99","Prospect","39","256.0"
"211","Carla","Garcia","Male","32","(399)845-2064x19106","fvaughn@example.org","12665.87","Prospect","14","393.0"
"212","Brian","Molina","Female","67","001-482-424-2168x268","chenvictor@example.net","160885.03","Prospect","49","190.0"
"213","Richard","Santos","Female","72","(299)762-0834x7910","donaldmarsh@example.net","127440.58","Buyer","33","331.0"
"214","Sandra","Valentine","Male","24","(972)628-7032x200","christina24@example.org","20943.01","Investor","46","185.0"
"215","Angela","Crosby","Female","28","(295)414-5205","ysmith@example.org","175347.83","Buyer","12","24.0"
"216","Keith","Johnson","Male","73","(840)765-4747","robbinsandrew@example.org","184570.12","Buyer","16",""
"217","Cynthia","Stanton","Female","23","001-885-766-4301","ryan23@example.net","16910.2","Investor","46","27.0"
"218","Angelica","Schmidt","Female","43","476.256.9931x36062","gaylauren@example.org","58991.14","Prospect","33","129.0"
"219","Angela","Smith","Other","27","579-747-1990x380","wolfjessica@example.net","162209.25","Buyer","16","116.0"
"220","Brenda","Mooney","Female","58","738-529-4419x14790","scott83@example.net","150910.64","Prospect","12","371.0"
"221","Michael","Davis","Female","57","001-667-830-9532x6708","vdavenport@example.com","40981.6","Investor","23","9.0"
"222","Haley","Hernandez","Female","67","(358)522-8280","johnclark@example.com","45823.12","Buyer","19",""
"223","Rachel","Palmer","Female","23","(584)967-6780x96458","jessica95@example.net","77242.06","Renter","55","218.0"
"224","Thomas","Thomas","Male","74","453.917.5559","amanda74@example.org","99481.98","Renter","42","41.0"
"225","Tammy","Brown","Other","33","+1-848-662-6751x1997","jeffrey96@example.com","125559.68","Investor","42","135.0"
"226","Kristin","Jones","Other","21","(264)519-6789x630","jill20@example.org","76938.16","Buyer","31","392.0"
"227","Randy","Lee","Male","61","4156972242","kevinbates@example.org","95194.27","Renter","39","336.0"
"228","Timothy","Ortiz","Male","34","6982460180","jamesevans@example.org","150756.83","Investor","39","338.0"
"229","Charles","Dickerson","Female","65","773.758.6671","joseph05@example.org","12153.22","Investor","28","384.0"
"230","Brenda","Stafford","Female","74","2967746272","randallhorton@example.com","54225.2","Investor","30","55.0"
"231","Claire","Brown","Male","49","+1-728-756-7285x021","angelavalencia@example.net","144103.17","Investor","44","192.0"
"232","Tyler","Peterson","Other","45","682-612-6264x39567","jsmith@example.net","179565.33","Buyer","1","187.0"
"233","Kimberly","Johnson","Other","73","351.499.1981x7755","kerry49@example.org","104777.1","Investor","36","257.0"
"234","Matthew","Chambers","Other","58","(849)782-8385x97477","ldeleon@example.org","108762.13","Investor","20","276.0"
"235","Timothy","Ward","Male","50","494-434-3687x7156","greerjoseph@example.net","25898.54","Buyer","22","67.0"
"236","Michele","Brown","Other","40","(334)315-3597x7100","dawn77@example.org","92245.41","Investor","17","261.0"
"237","Katie","Mendez","Other","61","731-848-7225x578","dale54@example.net","108860.37","Investor","13","2.0"
"238","Tammy","Walters","Other","68","716-785-5739x5232","angela95@example.com","52281.75","Renter","58",""
"239","Julie","Turner","Other","45","458.516.6028x4136","judithrios@example.net","57502.43","Investor","44",""
"240","Kevin","Smith","Other","21","9719469714","terrimartinez@example.com","78570.41","Prospect","19","58.0"
"241","Jennifer","Armstrong","Female","45","9832745601","charlotteprice@example.org","8913.88","Prospect","48",""
"242","Christian","Bailey","Other","65","+1-800-417-0679x49078","lee16@example.net","67805.44","Renter","22","297.0"
"243","Eric","Curry","Other","34","(993)589-6763x536","natasha58@example.net","46232.36","Prospect","59","269.0"
"244","Rick","Burns","Female","52","522.288.3413x351","nelsonbrandon@example.com","68861.98","Investor","55","13.0"
"245","Renee","Collins","Other","55","649.236.6357x9671","janedickerson@example.net","28353.62","Renter","19",""
"246","Alex","Williams","Female","28","435.865.8260x825","pennyruiz@example.net","178652.82","Investor","47","339.0"
"247","Sonya","Zimmerman","Other","68","428-486-6911","lauramartin@example.com","120750.53","Renter","44","386.0"
"248","Courtney","Jackson","Female","61","(761)619-7892","wdavila@example.com","137424.95","Buyer","15","107.0"
"249","Shannon","Baker","Male","67","+1-346-753-2554x4118","lewissandra@example.org","158888.39","Investor","27","329.0"
"250","William","Smith","Female","43","620-938-8193x76841","greenemily@example.org","102196.23","Investor","38","76.0"
"251","Anthony","Jones","Female","74","+1-583-833-5401x12728","gonzalezwilliam@example.com","21949.46","Buyer","31",""
"252","Samantha","Harrison","Other","57","709.206.7618x3762","efisher@example.net","109735.78","Buyer","31","381.0"
"253","Mary","Fields","Male","52","(817)220-4888","dakota69@example.org","119434.02","Buyer","56","274.0"
"254","Bradley","Mercado","Female","53","+1-326-845-6496x74199","morrisrebecca@example.org","150360.7","Investor","27",""
"255","Chelsea","Smith","Male","28","990-297-0342x519","tranjo@example.com","89173.61","Renter","22","135.0"
"256","Angelica","Garcia","Other","49","(382)596-7074x2153","xchandler@example.com","29878.16","Renter","21","367.0"
"257","Stephanie","Morales","Other","31","9227169088","wyatt29@example.org","60336.3","Buyer","32","96.0"
"258","James","Chaney","Other","31","+1-738-943-9106","nicolenguyen@example.org","75801.05","Investor","41",""
"259","Timothy","Morgan","Male","48","469-535-1021x401","christopherrivera@example.net","130953.86","Investor","14","315.0"
"260","Stephanie","Aguilar","Male","56","299.503.5971x7717","reedvincent@example.org","116301.77","Renter","32","328.0"
"261","Patricia","Turner","Male","28","(546)705-1648","johncruz@example.com","74438.86","Prospect","41","145.0"
"262","Darius","Grant","Female","47","001-567-376-0064x34597","cwolf@example.org","197370.47","Prospect","25",""
"263","Jeremiah","Baker","Male","54","(675)974-5104x84809","meganweaver@example.com","123126.09","Renter","47","117.0"
"264","Paul","Gates","Male","40","327-307-9959x4761","webbvictoria@example.com","51259.22","Renter","2","272.0"
