customer_id,first_name,last_name,gender,age,phone,email,avg_income,customer_type,segment_id,employee_id
34,Ryan,Rogers,Other,39,+1-850-952-2411x4206,garciacharles@example.com,24718.92,Renter,26,246.0
35,Joanna,Knight,Other,25,4164633822,benjamin53@example.net,21400.83,Buyer,28,261.0
36,David,Ortega,Male,50,3565201901,amanda33@example.net,141688.98,Renter,1,35.0
37,Craig,Perez,Other,53,(652)786-1323,vshelton@example.org,19188.79,Prospect,38,41.0
38,Jay,Lopez,Female,64,(544)697-6024x9866,julieblair@example.net,165262.71,Buyer,1,
39,Stephanie,Wright,Male,64,001-377-734-9852x97356,wendyholden@example.com,142717.23,Prospect,56,142.0
40,Nathan,Cook,Male,44,847-862-5380,daniel75@example.org,20863.01,Buyer,5,43.0
41,John,Sweeney,Female,43,001-852-447-4665x353,julie24@example.org,21543.35,Renter,7,86.0
42,Natalie,Mann,Male,72,(579)724-1571x2763,jason46@example.net,197394.72,Renter,25,322.0
43,Mark,Curry,Male,56,990.561.6824,perrymichael@example.org,77982.81,Renter,5,197.0
44,Emily,Porter,Male,66,968-537-1030,danderson@example.com,77275.22,Renter,29,105.0
45,Hayley,Hampton,Other,59,001-501-348-9678x08264,tiffanywerner@example.com,163495.92,Prospect,59,136.0
46,Kristen,Vargas,Male,25,576-525-4292x6456,stevenskaitlin@example.net,189713.47,Renter,56,37.0
47,Michelle,Chapman,Other,57,903-369-4811x2664,rhayes@example.org,197270.21,Prospect,49,
48,Robert,Small,Male,40,335.439.1016,kristen90@example.org,151908.75,Renter,23,145.0
49,Richard,Higgins,Male,25,001-694-690-1333,thomaswade@example.com,78370.62,Investor,18,256.0
50,Diane,Harris,Other,21,+1-548-214-0984x10167,mcknightregina@example.org,21282.64,Investor,50,279.0
51,Dale,Smith,Other,58,899-310-0420x2886,cmoon@example.net,156543.65,Renter,14,191.0
52,Tammie,Walter,Other,38,+1-603-442-1348x548,clarkjames@example.com,113888.83,Buyer,48,126.0
53,Bryan,Woods,Male,70,+1-917-391-3860x15711,nataliepatton@example.org,87723.29,Prospect,51,385.0
54,Brandi,Parker,Female,35,6243702881,andersonamanda@example.net,181739.11,Buyer,25,
55,Kerry,Taylor,Female,20,319.536.7857x6463,johnsondana@example.com,26683.51,Investor,34,381.0
56,Christina,Rodriguez,Other,75,(319)742-3215x4013,martinjenkins@example.net,101061.9,Prospect,9,124.0
57,Ryan,Stanley,Male,63,(216)484-5525x2741,justin17@example.net,7213.96,Prospect,24,205.0
58,Amy,Bush,Other,21,288-256-6948x993,daniel56@example.com,96388.83,Buyer,50,
59,Michael,Alvarado,Male,33,(835)458-4227x1726,richard04@example.com,15979.14,Buyer,1,60.0
60,Morgan,Alvarez,Female,52,+1-901-344-1306x86240,smithdanielle@example.com,28169.49,Prospect,51,129.0
61,Robert,Greene,Male,45,+1-341-772-8207x62381,donaldthomas@example.org,27917.62,Renter,28,285.0
62,Henry,Hawkins,Male,39,608-247-5283x5999,nelsonbenjamin@example.net,131596.01,Renter,18,
63,Joseph,Jacobs,Female,54,535-711-3505,kpennington@example.net,150478.75,Prospect,52,5.0
64,Alyssa,Anderson,Other,68,9645157809,andersonamber@example.org,118756.91,Buyer,38,250.0
65,Andrew,Evans,Other,47,+1-645-934-1952x814,smarsh@example.net,192623.65,Renter,20,283.0
66,Nicole,Anderson,Female,25,5217889306,jzavala@example.net,78099.76,Buyer,4,51.0
67,Jennifer,Johnson,Male,58,978.691.2139,lynnpowell@example.net,60713.86,Investor,30,239.0
68,Alexander,Olsen,Other,62,+1-655-475-9940,flowerscarrie@example.com,174376.83,Renter,43,305.0
69,Ashley,Williams,Male,65,852-989-8606x1065,jesusavila@example.com,48601.19,Buyer,8,
70,Scott,Williams,Other,42,(252)476-1368x1498,jeffrey08@example.com,192828.4,Investor,11,180.0
71,James,Sharp,Other,28,+1-292-696-4447x725,johntaylor@example.com,7370.12,Investor,11,116.0
72,Grant,Turner,Male,27,7045172415,uburke@example.net,194126.37,Investor,47,379.0
73,Matthew,Ellis,Other,37,001-606-427-9602,shannon33@example.org,13416.18,Buyer,52,145.0
74,Diane,Oliver,Other,56,694-252-3158x28630,cassielong@example.net,178772.91,Buyer,17,290.0
75,Christina,Davis,Female,52,(617)342-9220,xmarshall@example.org,107901.72,Buyer,32,159.0
76,Rebecca,Howard,Male,56,892.566.9370,loriwalton@example.org,198628.14,Investor,32,365.0
77,David,Hall,Male,69,(280)848-5022,powersbrandon@example.net,19390.33,Buyer,11,56.0
78,John,Sanchez,Male,52,(493)779-7190x000,jgarcia@example.org,113001.59,Buyer,15,305.0
79,Meagan,Bennett,Male,20,001-447-518-5594x079,mitchellkimberly@example.net,194013.99,Buyer,55,367.0
80,Linda,Robinson,Male,44,001-631-567-7814x5647,vsmith@example.org,107004.08,Renter,31,112.0
81,Christina,Landry,Other,22,(739)411-7766x650,wwong@example.com,127732.73,Prospect,60,365.0
82,Carl,Johnson,Female,35,001-328-215-7806,davidjones@example.org,140670.99,Investor,15,90.0
83,Peter,Garrett,Other,24,+1-770-467-6353x22371,meltonnicholas@example.net,93635.51,Investor,18,348.0
84,Zachary,Mitchell,Male,63,256.537.1142x94300,xgreer@example.org,127373.83,Renter,8,183.0
85,Ashley,Medina,Male,53,001-823-513-2465x986,tarafischer@example.net,118941.29,Prospect,15,337.0
86,Jennifer,Garcia,Female,49,+1-383-676-5915x38201,olsenlinda@example.org,180725.81,Investor,5,375.0
87,Isabella,Long,Female,55,(667)735-1272,jeffrey37@example.com,13862.04,Buyer,21,
88,Emily,Edwards,Other,38,001-669-676-4878x49622,maria04@example.com,59787.82,Investor,24,28.0
89,Colleen,Edwards,Female,35,(992)896-5685x12062,owhite@example.net,190330.24,Investor,48,244.0
90,Luis,Johnson,Male,69,793.244.2129x146,dylangonzalez@example.com,178601.44,Renter,38,178.0
91,Steven,Riggs,Male,46,001-204-957-9725x184,harrisdebra@example.net,93853.07,Renter,10,
92,Dennis,Carter,Other,60,+1-723-337-2094,xfreeman@example.net,125925.86,Buyer,35,103.0
93,Sean,Foster,Other,68,(632)686-3011x22008,paulking@example.net,59089.33,Prospect,22,
94,James,Haney,Female,66,867.996.0828,terrypatrick@example.com,41683.63,Buyer,55,303.0
95,Danielle,King,Female,35,469-620-8564x9013,kathryn19@example.org,95421.19,Prospect,14,197.0
96,Neil,Summers,Female,65,2112546175,stephaniegross@example.net,73903.68,Buyer,4,
97,Danielle,Chandler,Other,34,3447104043,gcruz@example.com,118812.94,Prospect,3,397.0
98,Charles,Lewis,Female,43,538-214-8374x75580,garciarichard@example.com,20158.25,Buyer,45,384.0
99,Patrick,West,Male,52,578.940.1902x7169,grahamdaniel@example.net,195006.99,Prospect,38,
100,Sarah,Coleman,Male,56,461.819.9767x59833,alvarezbobby@example.com,197311.1,Prospect,5,229.0
101,Michelle,Cook,Female,35,+1-735-834-5819,scott28@example.com,141141.53,Investor,43,
102,John,Crane,Female,71,499.382.4266,swhitehead@example.com,109538.79,Investor,55,87.0
103,Matthew,Williams,Male,37,+1-758-546-6879x30302,rachelmurray@example.com,65357.89,Buyer,21,157.0
104,Karen,Jordan,Other,69,+1-434-751-5025,ronald30@example.net,163690.03,Buyer,13,
105,Tanner,Lee,Female,30,4899720738,vharrison@example.org,138522.58,Prospect,10,
106,David,Wolf,Other,27,325-427-8630x9007,williamsdonald@example.com,36710.3,Investor,21,134.0
107,Donald,Phillips,Female,48,973-305-7771x9619,ndiaz@example.com,182630.8,Prospect,50,32.0
108,Michael,Ross,Male,27,001-276-740-9968x33440,evanholloway@example.com,165394.76,Renter,17,362.0
109,Sierra,Downs,Other,39,(253)979-3221x9143,coxjustin@example.net,190210.98,Buyer,52,277.0
110,John,Williams,Female,74,257-391-1501,jfletcher@example.com,146515.3,Renter,14,353.0
111,Alan,Gordon,Female,35,(965)589-3475,lucasromero@example.net,124615.96,Prospect,6,290.0
112,Jamie,Vasquez,Female,63,392-614-9679,tsanchez@example.net,86557.39,Investor,33,
113,Sandra,Mercer,Female,21,(443)620-3172x6652,qryan@example.net,186882.05,Prospect,53,15.0
114,Rachel,Hinton,Male,55,824.200.0208x6014,christopher08@example.com,173882.46,Buyer,36,309.0
115,Joshua,Holloway,Male,71,216.330.3356x3693,brownbenjamin@example.org,13817.64,Buyer,30,
116,Alicia,Larson,Male,73,218.478.1048,matthewcrane@example.org,10141.56,Renter,1,
117,Matthew,Gilmore,Female,45,+1-329-509-3043x766,ilong@example.net,78410.36,Buyer,13,347.0
118,Angel,Mccormick,Male,36,922-668-1594,wbradford@example.net,163057.9,Buyer,38,226.0
119,Jeffrey,Holder,Female,61,905-583-3096,smontgomery@example.org,197518.85,Renter,5,27.0
120,Cody,Richards,Female,74,242-369-3765,bburnett@example.com,34331.29,Buyer,6,389.0
121,Hannah,Garcia,Male,23,276.328.8363x6885,ykoch@example.net,120855.49,Prospect,3,162.0
122,Evan,Glass,Female,45,(292)526-6678,fschneider@example.com,79273.72,Buyer,53,296.0
123,Veronica,Nguyen,Male,47,(589)789-0749,taylormatthew@example.com,194133.31,Investor,25,275.0
124,Timothy,Hernandez,Female,31,397-664-0838x58050,mejiadaniel@example.com,169213.19,Investor,14,391.0
125,Mark,Arnold,Male,29,991.329.5651,skinnerkyle@example.com,168474.1,Renter,29,378.0
126,Benjamin,Marks,Female,51,(900)792-4492x878,oriddle@example.org,96395.17,Prospect,42,77.0
127,Dawn,Schroeder,Female,37,001-830-211-2501,khill@example.org,85889.8,Renter,4,
128,Richard,Day,Other,61,(822)423-3693x180,smithstephanie@example.net,58314.38,Renter,27,28.0
129,James,Shepard,Male,54,226-762-4975x374,shenson@example.org,15993.22,Prospect,41,336.0
130,Lindsay,Farmer,Female,42,669-656-7406x8735,jeffery51@example.com,173620.86,Prospect,51,291.0
131,Oscar,Patterson,Other,56,+1-686-558-3483,diana62@example.com,163515.7,Investor,23,393.0
132,Marilyn,Lewis,Male,31,(648)553-2077x5870,kendrasantos@example.net,199944.95,Investor,25,64.0
133,Ann,Sandoval,Female,21,+1-244-736-9580x5045,carlsonamanda@example.com,199344.18,Buyer,39,38.0
134,Steven,Oconnor,Female,53,2079342939,vperez@example.com,113309.18,Renter,52,167.0
135,Rebecca,Richard,Other,35,001-854-450-3801,angie51@example.com,154952.55,Renter,11,
136,Benjamin,Anderson,Other,72,001-304-450-2814x353,xcarlson@example.net,189229.32,Buyer,18,199.0
137,Gloria,Cohen,Female,56,579.753.1112,hillmisty@example.com,170681.24,Investor,49,38.0
138,Michael,Dyer,Male,74,528-566-2510x857,michael51@example.com,53232.88,Renter,60,355.0
139,Crystal,Reynolds,Other,40,6917935117,larry37@example.net,92856.11,Investor,16,229.0
140,Anthony,Hubbard,Other,21,(972)681-6733,idavis@example.org,30186.09,Investor,59,228.0
141,Elizabeth,Rivas,Other,29,(362)964-1260x848,lmoore@example.net,191039.95,Renter,37,214.0
142,Sarah,Coleman,Other,51,719.363.0399,dgarner@example.com,123204.05,Investor,54,340.0
143,Matthew,Joseph,Male,22,001-599-282-2673x1234,wayne14@example.net,49585.35,Buyer,12,177.0
144,Edwin,Thomas,Male,34,+1-636-445-0282x313,xcox@example.com,135981.63,Prospect,15,234.0
145,Nicholas,Lopez,Male,59,+1-511-654-9044x318,ryangilbert@example.org,125535.01,Renter,1,95.0
146,Rose,Miller,Female,31,8294771150,frysharon@example.net,74841.73,Buyer,22,293.0
147,David,Berger,Other,57,517-432-8162x91087,coreypierce@example.com,27143.73,Renter,2,1.0
148,Ashley,Jones,Other,74,273-976-7105x29877,michael99@example.net,135956.77,Investor,50,
149,Christopher,Boyer,Other,65,8445500202,cpeters@example.org,106460.0,Prospect,5,117.0
150,Julie,Collins,Female,41,(602)295-8676x030,joshuacohen@example.com,155602.09,Investor,38,
151,Erin,Evans,Female,66,382-536-8810,seanjones@example.com,106431.88,Prospect,9,6.0
152,Craig,Sanchez,Other,31,(701)584-2201x3882,anthonypierce@example.org,171175.39,Investor,42,88.0
153,Gina,Jones,Male,57,001-868-216-3603x89173,lcurry@example.net,112621.83,Prospect,15,266.0
154,Kevin,Tucker,Female,64,920.300.5214x1070,jallen@example.com,114382.9,Renter,20,301.0
155,Monica,Johnson,Other,20,+1-389-651-2370x8511,michael56@example.net,175947.45,Prospect,12,299.0
156,Thomas,Jensen,Male,56,(956)319-2767x137,bbrady@example.org,83679.16,Renter,55,320.0
157,Brenda,Morales,Other,71,(966)578-3055,igarcia@example.net,31132.97,Renter,39,88.0
158,Timothy,Mitchell,Female,26,8228346144,troyharris@example.org,10612.62,Renter,41,215.0
159,Aaron,Bean,Male,24,417-661-4215,danielsanders@example.net,152251.76,Investor,22,307.0
160,Jillian,Clark,Male,60,(247)504-6568x96987,xarnold@example.org,125960.36,Investor,21,11.0
161,Aaron,Ramirez,Male,36,479.436.3159,stanleygary@example.org,142295.55,Renter,29,
162,Patrick,George,Female,42,410-440-6291x187,juanmartinez@example.org,46528.01,Buyer,45,
163,Andrew,Herrera,Female,23,996.607.5789x849,dweber@example.com,31592.44,Prospect,47,
164,Evan,Oneill,Female,30,771-314-8656,cooleypatricia@example.org,7836.21,Prospect,47,140.0
165,Ryan,Vasquez,Other,42,+1-956-431-6312x9755,mgarcia@example.com,73364.57,Prospect,57,119.0
166,Chelsea,Robinson,Other,50,+1-281-819-3899,heidiwilson@example.org,120033.95,Renter,7,350.0
167,Dawn,Smith,Male,24,567-853-2163,langjohn@example.com,81487.59,Investor,11,157.0
168,Christina,Rose,Male,36,690-704-9037x295,wesley56@example.org,90307.61,Buyer,2,89.0
169,Erin,Stark,Male,44,+1-712-774-3922,kimjoseph@example.net,181310.95,Buyer,22,13.0
170,Jackie,Lopez,Female,25,+1-814-276-2123,hortonrandall@example.net,72909.82,Prospect,36,385.0
171,Carmen,Howard,Other,47,538-245-3156,alaningram@example.com,105227.95,Renter,46,
172,Carla,Boyd,Male,47,001-259-409-6459x8724,murraycynthia@example.org,157812.34,Buyer,39,381.0
173,Mark,Bautista,Male,33,966-581-1339,echavez@example.net,82325.84,Prospect,7,95.0
174,Derek,Mendoza,Other,66,340.524.2224,jenkinsrita@example.org,126306.91,Investor,45,209.0
175,Jessica,Hamilton,Male,39,201-481-4442x4842,john50@example.net,173160.92,Buyer,43,70.0
176,Carolyn,Gonzales,Other,56,(611)386-1564x099,troy39@example.net,190156.52,Prospect,4,127.0
177,Christine,Brown,Male,43,270.454.2451,qdalton@example.org,33679.33,Prospect,10,
178,Anthony,Gonzalez,Other,72,(859)842-9920x2376,xgreene@example.org,185684.59,Prospect,6,76.0
179,Ashley,Hall,Male,21,+1-261-594-1183,david24@example.org,100962.68,Renter,13,
180,Nicholas,Nunez,Female,25,934.763.3488x93343,crosbyjoan@example.com,55357.66,Buyer,41,75.0
181,Ryan,Salazar,Female,45,001-408-765-4243x8269,andrew43@example.com,94531.47,Prospect,20,327.0
182,Lori,Smith,Male,36,(828)889-5947x039,mark59@example.org,196106.35,Prospect,58,264.0
183,Mary,Ruiz,Female,44,404-971-8830x09954,sarahodom@example.net,101060.53,Renter,12,115.0
184,Jessica,Newman,Female,36,+1-368-966-7989x94706,brennanmichelle@example.com,69106.56,Prospect,29,
185,Breanna,Miller,Female,73,897-911-0384x715,robert50@example.net,128513.17,Buyer,17,41.0
186,Matthew,Daniels,Other,64,860.716.7449x23435,andradevictoria@example.com,51828.4,Buyer,10,311.0
187,Mario,Blankenship,Other,42,+1-856-369-3754x0242,idecker@example.net,19793.35,Prospect,6,268.0
188,Gary,Rivera,Other,34,414.802.5038x576,willie16@example.org,30131.55,Buyer,49,227.0
189,Zachary,Roberts,Other,72,568.206.3585,johnsonchristopher@example.org,29968.94,Prospect,54,124.0
190,Scott,Lane,Female,75,+1-751-893-0485x277,nwilliams@example.com,34621.03,Renter,35,277.0
191,Mark,Thomas,Female,25,863.844.4394,jessemedina@example.net,32071.3,Buyer,31,79.0
192,Sydney,Gonzalez,Other,53,(776)917-0731x744,lmercado@example.net,129970.58,Renter,33,218.0
193,Robert,Taylor,Male,48,967.985.0898,kristen59@example.com,40466.62,Renter,8,313.0
194,Gabrielle,Santos,Male,32,885-929-5377x4037,sgrant@example.org,72405.12,Buyer,14,339.0
195,Joseph,Hernandez,Female,63,767.951.4975x3411,deniseclark@example.net,179873.74,Renter,28,
196,Brianna,Mccormick,Other,29,+1-609-740-6565x8234,aliciabenjamin@example.com,97422.52,Investor,53,247.0
197,Diana,Henderson,Male,66,252.632.6600,kjohnson@example.net,135173.76,Buyer,21,392.0
198,Christian,Brown,Other,45,849.756.1199,millercristian@example.com,38602.37,Investor,25,210.0
199,Wayne,Curry,Female,53,846.961.4477x618,ramirezsteven@example.net,42496.36,Buyer,55,67.0
200,Robert,Lambert,Other,59,(282)390-5256x5995,jennifer33@example.org,12969.38,Prospect,51,284.0
201,Jessica,Andrews,Male,29,(876)440-5473,carlosbrown@example.org,37942.34,Buyer,8,138.0
202,Javier,Davis,Male,56,(960)747-4733x8914,joseevans@example.com,59325.12,Investor,60,
203,Maria,Smith,Female,42,894-841-0238x73518,sara77@example.com,39517.04,Investor,56,200.0
204,Cody,Davis,Other,51,751.583.0258,rachel65@example.net,22296.99,Prospect,25,261.0
205,Lisa,Bailey,Female,37,+1-288-652-1789x559,rangelteresa@example.net,28523.99,Renter,3,14.0
206,Tiffany,Rivera,Other,63,316.275.9238x31934,haneysusan@example.org,94851.86,Prospect,40,237.0
207,Lori,Cline,Other,41,742.992.4219,tiffanyboone@example.net,45235.08,Renter,3,128.0
208,Jill,Garcia,Female,50,685-827-3411,gonzalezchristopher@example.net,76032.62,Investor,4,307.0
209,Michael,Gonzalez,Female,72,2159303044,qpatel@example.net,103166.37,Investor,2,98.0
210,Cory,Williams,Other,51,001-765-698-4557x6634,loganjudy@example.org,139626.99,Buyer,18,357.0
211,Carla,Garcia,Female,28,(399)845-2064x19106,fvaughn@example.org,12665.87,Prospect,56,42.0
212,Brian,Molina,Female,40,001-482-424-2168x268,chenvictor@example.net,160885.03,Prospect,50,348.0
213,Richard,Santos,Male,25,(299)762-0834x7910,donaldmarsh@example.net,127440.58,Prospect,39,256.0
214,Sandra,Valentine,Female,72,(972)628-7032x200,christina24@example.org,20943.01,Prospect,14,393.0
215,Angela,Crosby,Female,75,(295)414-5205,ysmith@example.org,175347.83,Buyer,49,190.0
216,Keith,Johnson,Male,30,(840)765-4747,robbinsandrew@example.org,184570.12,Investor,33,331.0
217,Cynthia,Stanton,Male,45,001-885-766-4301,ryan23@example.net,16910.2,Buyer,46,185.0
218,Angelica,Schmidt,Male,73,476.256.9931x36062,gaylauren@example.org,58991.14,Buyer,12,24.0
219,Angela,Smith,Male,49,579-747-1990x380,wolfjessica@example.net,162209.25,Investor,16,
220,Brenda,Mooney,Female,37,738-529-4419x14790,scott83@example.net,150910.64,Prospect,46,27.0
221,Michael,Davis,Male,60,001-667-830-9532x6708,vdavenport@example.com,40981.6,Buyer,33,129.0
222,Haley,Hernandez,Other,51,(358)522-8280,johnclark@example.com,45823.12,Prospect,16,116.0
223,Rachel,Palmer,Other,50,(584)967-6780x96458,jessica95@example.net,77242.06,Investor,12,371.0
224,Thomas,Thomas,Female,73,453.917.5559,amanda74@example.org,99481.98,Buyer,23,9.0
225,Tammy,Brown,Male,44,+1-848-662-6751x1997,jeffrey96@example.com,125559.68,Renter,19,
226,Kristin,Jones,Male,69,(264)519-6789x630,jill20@example.org,76938.16,Renter,55,218.0
227,Randy,Lee,Male,63,4156972242,kevinbates@example.org,95194.27,Investor,42,41.0
228,Timothy,Ortiz,Male,52,6982460180,jamesevans@example.org,150756.83,Buyer,42,135.0
229,Charles,Dickerson,Other,28,773.758.6671,joseph05@example.org,12153.22,Renter,31,392.0
230,Brenda,Stafford,Male,20,2967746272,randallhorton@example.com,54225.2,Investor,39,336.0
231,Claire,Brown,Other,39,+1-728-756-7285x021,angelavalencia@example.net,144103.17,Investor,39,338.0
232,Tyler,Peterson,Female,44,682-612-6264x39567,jsmith@example.net,179565.33,Prospect,28,384.0
233,Kimberly,Johnson,Female,49,351.499.1981x7755,kerry49@example.org,104777.1,Prospect,17,37.0
234,Matthew,Chambers,Other,20,(849)782-8385x97477,ldeleon@example.org,108762.13,Investor,38,
235,Timothy,Ward,Other,58,494-434-3687x7156,greerjoseph@example.net,25898.54,Investor,36,257.0
236,Michele,Brown,Female,26,(334)315-3597x7100,dawn77@example.org,92245.41,Buyer,20,276.0
237,Katie,Mendez,Female,60,731-848-7225x578,dale54@example.net,108860.37,Investor,22,67.0
238,Tammy,Walters,Other,65,716-785-5739x5232,angela95@example.com,52281.75,Investor,17,261.0
239,Julie,Turner,Male,53,458.516.6028x4136,judithrios@example.net,57502.43,Buyer,13,2.0
240,Kevin,Smith,Other,71,9719469714,terrimartinez@example.com,78570.41,Prospect,52,364.0
241,Jennifer,Armstrong,Male,63,9832745601,charlotteprice@example.org,8913.88,Buyer,43,89.0
242,Christian,Bailey,Female,38,+1-800-417-0679x49078,lee16@example.net,67805.44,Prospect,42,180.0
243,Eric,Curry,Male,67,(993)589-6763x536,natasha58@example.net,46232.36,Renter,26,124.0
244,Rick,Burns,Male,65,522.288.3413x351,nelsonbrandon@example.com,68861.98,Prospect,22,297.0
245,Renee,Collins,Other,42,649.236.6357x9671,janedickerson@example.net,28353.62,Investor,59,269.0
246,Alex,Williams,Other,73,435.865.8260x825,pennyruiz@example.net,178652.82,Renter,55,13.0
247,Sonya,Zimmerman,Male,50,428-486-6911,lauramartin@example.com,120750.53,Investor,19,
248,Courtney,Jackson,Male,55,(761)619-7892,wdavila@example.com,137424.95,Investor,47,339.0
249,Shannon,Baker,Female,34,+1-346-753-2554x4118,lewissandra@example.org,158888.39,Renter,42,
250,William,Smith,Female,39,620-938-8193x76841,greenemily@example.org,102196.23,Investor,48,372.0
251,Anthony,Jones,Female,57,+1-583-833-5401x12728,gonzalezwilliam@example.com,21949.46,Prospect,24,59.0
252,Samantha,Harrison,Male,50,709.206.7618x3762,efisher@example.net,109735.78,Buyer,55,
253,Mary,Fields,Other,32,(817)220-4888,dakota69@example.org,119434.02,Buyer,31,381.0
254,Bradley,Mercado,Other,44,+1-326-845-6496x74199,morrisrebecca@example.org,150360.7,Investor,56,274.0
255,Chelsea,Smith,Male,75,990-297-0342x519,tranjo@example.com,89173.61,Renter,27,
256,Angelica,Garcia,Other,46,(382)596-7074x2153,xchandler@example.com,29878.16,Prospect,13,101.0
257,Stephanie,Morales,Other,75,9227169088,wyatt29@example.org,60336.3,Renter,10,87.0
258,James,Chaney,Female,51,+1-738-943-9106,nicolenguyen@example.org,75801.05,Renter,50,
259,Timothy,Morgan,Male,23,469-535-1021x401,christopherrivera@example.net,130953.86,Prospect,21,250.0
260,Stephanie,Aguilar,Male,68,299.503.5971x7717,reedvincent@example.org,116301.77,Renter,18,33.0
261,Patricia,Turner,Male,68,(546)705-1648,johncruz@example.com,74438.86,Renter,32,328.0
262,Darius,Grant,Female,60,001-567-376-0064x34597,cwolf@example.org,197370.47,Prospect,40,148.0
263,Jeremiah,Baker,Male,44,(675)974-5104x84809,meganweaver@example.com,123126.09,Buyer,28,170.0
264,Paul,Gates,Female,66,327-307-9959x4761,webbvictoria@example.com,51259.22,Buyer,35,28.0
265,Philip,Ibarra,Other,68,(845)565-7289x722,william40@example.org,24847.58,Renter,58,90.0
266,Bethany,Lynch,Other,20,368-556-0669x926,sarahcasey@example.com,34807.53,Renter,2,272.0
267,Arthur,Saunders,Female,42,477.879.5703x996,tylerlawrence@example.net,52961.76,Renter,15,281.0
268,Lindsey,Livingston,Other,52,810-473-5128,donnajohnson@example.net,36332.87,Investor,7,122.0
269,Tammy,Delgado,Male,72,(543)523-3302,joshua06@example.net,41380.57,Investor,11,
270,Pamela,Davenport,Other,66,(894)730-6952x3578,caroldavis@example.net,60593.56,Investor,19,159.0
271,Matthew,Olson,Male,63,9067448854,danielnixon@example.net,38807.85,Investor,28,380.0
272,Karen,Marsh,Male,42,7425554280,tortiz@example.org,179869.26,Renter,58,176.0
273,Michael,Owen,Female,71,486.488.7860x2039,wrightcharles@example.com,20645.58,Buyer,59,396.0
274,Austin,Lam,Male,66,+1-958-466-3992x879,zharris@example.net,107279.72,Renter,15,40.0
275,Charles,Solis,Other,57,895-262-9179x6441,jameswhite@example.net,85027.38,Renter,47,
